Name,Nickname,Wins,Losses,Draws,Height_cm,Weight_lbs,Reach_cm,Stance,DOB,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg,URL
Chas Skelly,The Scrapper,19,3,0,180.3,145.0,182.9,Orthodox,"May 11, 1985",2.01,0.4,3.21,0.49,1.74,0.34,0.39,2.3,http://www.ufcstats.com/fighter-details/4bd6b4800070b069
Rodrigo Sezinando,,9,2,0,175.3,170.0,180.3,Orthodox,"Dec 11, 1997",2.25,0.27,8.76,0.42,3.37,0.25,0.66,0.0,http://www.ufcstats.com/fighter-details/c06d6b18862f9a53
Kiran Singh,Stubborn,7,4,0,154.9,115.0,165.1,Orthodox,"Jul 25, 2000",0.0,0.0,19.51,0.23,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/f985ca2370a37078
Georges St-Pierre,Rush,26,2,0,180.3,185.0,193.0,Orthodox,"May 19, 1981",3.78,0.53,1.4,0.72,4.16,0.74,0.83,1.1,http://www.ufcstats.com/fighter-details/6506c1d34da9c013
Greg Stott,Ranger,0,1,0,170.2,220.0,,Southpaw,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/91181b29be041f1c
Priya Sharma,The Catwoman,5,2,0,154.9,115.0,149.9,Orthodox,"Aug 29, 1991",1.33,0.16,3.2,0.4,0.0,0.0,0.55,0.0,http://www.ufcstats.com/fighter-details/5f23eaf9e9c34667
Daniel Straus,,24,7,0,170.2,145.0,180.3,,"Jul 27, 1984",4.76,0.43,2.99,0.57,0.84,0.15,0.81,1.1,http://www.ufcstats.com/fighter-details/15347cd4cdf01b03
Gleristone Santos,Toninho Furia,33,7,0,175.3,145.0,,,"Aug 20, 1988",3.4,0.31,4.4,0.64,0.0,0.0,0.75,0.0,http://www.ufcstats.com/fighter-details/d12ee718fb35c35c
Lukasz Sajewski,Wookie,13,3,0,172.7,155.0,180.3,Orthodox,"Nov 27, 1990",2.06,0.35,3.88,0.57,1.01,0.25,0.66,0.0,http://www.ufcstats.com/fighter-details/fb41432b622992a9
Jose Santibanez,,10,3,0,,155.0,,,"Jan 18, 1980",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/8299206ccebc44a7
Bruno Santos,Carioca,15,2,0,175.3,185.0,,Orthodox,"Jul 17, 1987",1.18,0.46,2.27,0.56,3.0,0.37,0.66,0.3,http://www.ufcstats.com/fighter-details/da1d8d76404bb6b5
Chase Sherman,The Vanilla Gorilla,16,12,0,193.0,250.0,198.1,Orthodox,"Nov 16, 1989",6.04,0.45,6.65,0.52,0.09,0.5,0.74,0.0,http://www.ufcstats.com/fighter-details/01b352b6a9074d5c
Dylan Salvador,,5,2,0,175.3,155.0,175.3,Southpaw,"May 20, 1993",4.34,0.37,11.57,0.46,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/a7a3fb5f6c67b122
Demba Seck,Black Tiger,10,3,0,185.4,145.0,188.0,Orthodox,"Jul 07, 1993",1.5,0.4,5.25,0.22,0.0,0.0,0.6,0.0,http://www.ufcstats.com/fighter-details/b9af9f8834e39d3e
Dayana Silva,,7,4,0,170.2,135.0,,Orthodox,"Aug 27, 1990",6.33,0.51,5.93,0.57,0.0,0.0,0.42,0.0,http://www.ufcstats.com/fighter-details/b19aecbfbb5508cc
Jhonata Silva,,8,2,0,165.1,125.0,167.6,Orthodox,"Apr 24, 1997",4.86,0.52,9.85,0.44,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/4e33534d1e036444
Carl Seumanutafa,,10,8,0,185.4,255.0,,Orthodox,"Jun 15, 1983",0.0,0.0,3.33,0.75,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/dadaeb402526dca5
Trevor Smith,Hot Sauce,15,10,0,190.5,185.0,190.5,Orthodox,"Jan 05, 1981",3.29,0.55,3.31,0.51,1.7,0.32,0.6,0.7,http://www.ufcstats.com/fighter-details/f797f0c57a83353e
Leonardo Silva de Oliveira,Cabecao,12,4,0,188.0,185.0,,Orthodox,"Apr 23, 1992",1.07,0.4,0.54,0.5,24.11,0.5,0.0,0.0,http://www.ufcstats.com/fighter-details/28e088bbcaaa6366
Kaushik Saikumar,The Pride of Chennai,5,1,0,177.8,135.0,180.3,Orthodox,"Dec 11, 1997",0.81,0.28,5.35,0.41,0.0,0.0,0.33,1.2,http://www.ufcstats.com/fighter-details/6a6c4709ebc5499a
Ben Saunders,Killa B,22,13,2,188.0,170.0,195.6,Orthodox,"Apr 13, 1983",3.23,0.5,3.58,0.51,0.2,0.4,0.66,1.3,http://www.ufcstats.com/fighter-details/484acc7b0f856ce9
Elias Silverio,Xuxu,13,3,0,180.3,155.0,185.4,Orthodox,"Sep 22, 1986",3.67,0.49,2.97,0.51,1.62,0.38,0.85,0.2,http://www.ufcstats.com/fighter-details/52ba464d9068d871
Kyosuke Sasaki,,3,7,4,170.2,183.0,,Southpaw,"Oct 07, 1979",0.33,0.45,0.93,0.46,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/23bd78c3f89bdb54
Sean Soriano,,14,8,0,175.3,145.0,177.8,Orthodox,"Oct 06, 1989",3.18,0.61,2.14,0.56,1.33,0.55,0.52,0.0,http://www.ufcstats.com/fighter-details/bd5403efbaa445c0
Manoel Sousa,Manumito,13,1,0,175.3,155.0,177.8,Orthodox,"Jun 04, 1997",3.23,0.58,1.31,0.55,0.0,0.0,0.62,2.3,http://www.ufcstats.com/fighter-details/5870c541798124ae
Peter Sobotta,,17,7,1,182.9,170.0,190.5,Southpaw,"Jan 11, 1987",2.14,0.4,2.9,0.58,1.53,0.32,0.77,0.5,http://www.ufcstats.com/fighter-details/1fcfc3709fe58151
Hans Stringer,,22,8,3,190.5,205.0,,Orthodox,"Jul 06, 1987",3.16,0.61,2.84,0.41,2.4,0.36,0.62,0.0,http://www.ufcstats.com/fighter-details/523f6ad11dbe9b53
Brandon Sene,,2,2,0,180.3,205.0,,,"May 21, 1981",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/3ed134d85dfbd7b4
Genki Sudo,Neo-Samurai,15,4,2,175.3,155.0,,Orthodox,"Mar 08, 1978",1.55,0.39,2.23,0.33,3.58,0.6,0.5,4.2,http://www.ufcstats.com/fighter-details/99dd0147dc4ef80c
Sean Spencer,Black Magic,12,6,0,177.8,170.0,188.0,Orthodox,"Jun 25, 1987",4.24,0.32,4.02,0.6,0.14,0.33,0.68,0.0,http://www.ufcstats.com/fighter-details/ab850a77a0fa487d
Andre Santos,Chatuba,38,10,0,182.9,170.0,,,,2.77,0.34,4.17,0.41,2.5,0.29,0.75,0.0,http://www.ufcstats.com/fighter-details/5b5b78116d1fc3eb
Brian Sleeman,,9,9,1,172.7,185.0,,,,4.0,0.48,1.85,0.7,9.23,1.0,1.0,0.0,http://www.ufcstats.com/fighter-details/9db861c26b63daa8
Paul Song,,2,2,0,,185.0,,,"Jan 20, 1987",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/9775eabcb1be1a00
Rory Singer,Outburst,11,9,0,188.0,185.0,195.6,Orthodox,"May 28, 1976",2.55,0.39,2.42,0.63,0.39,0.25,0.64,0.8,http://www.ufcstats.com/fighter-details/546015aa2ad945fd
Colton Smith,,7,4,0,182.9,155.0,180.3,Orthodox,"Aug 14, 1987",1.64,0.41,2.3,0.51,4.09,0.36,0.25,1.4,http://www.ufcstats.com/fighter-details/2e25c1d983c26311
Joe Schilling,,2,5,0,190.5,185.0,,,,2.84,0.52,2.64,0.48,0.0,0.0,0.44,0.0,http://www.ufcstats.com/fighter-details/f41fad444939056b
Nazim Sadykhov,Black Wolf,11,2,1,177.8,155.0,175.3,Southpaw,"May 16, 1994",4.79,0.49,5.49,0.49,1.1,0.45,0.72,0.2,http://www.ufcstats.com/fighter-details/ff62013d2fce6d13
Jay Silva,,10,11,1,188.0,185.0,,Southpaw,"May 25, 1981",1.13,0.34,3.07,0.4,0.0,0.0,0.38,1.0,http://www.ufcstats.com/fighter-details/53bb0d40905b87c0
Marcus Silveira,Conan,6,4,0,190.5,242.0,,Orthodox,"Dec 09, 1964",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/f717b6002486f73f
Brendan Schaub,Big Brown,10,5,0,193.0,245.0,198.1,Orthodox,"Mar 18, 1983",2.92,0.37,2.22,0.57,2.32,0.46,0.72,0.4,http://www.ufcstats.com/fighter-details/89a407032911e27e
Lodune Sincaid,,15,9,0,175.3,185.0,,Orthodox,"May 07, 1973",2.72,0.42,6.17,0.57,0.0,0.0,0.75,0.0,http://www.ufcstats.com/fighter-details/265589bdd93e7ce5
Ray Sloan,,8,1,0,185.4,205.0,,,"Jul 14, 1985",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/a2d1d3d144fed708
Bartosz Szewczyk,,8,3,1,193.0,205.0,185.4,Orthodox,"Sep 18, 1997",2.7,0.33,3.52,0.47,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/224050896306f00c
Felipe Silva,,8,2,0,182.9,155.0,195.6,Orthodox,"May 08, 1984",5.4,0.5,1.8,0.59,1.0,1.0,0.71,0.0,http://www.ufcstats.com/fighter-details/1b38a2b897f6209c
Takenori Sato,,19,11,7,177.8,170.0,,Southpaw,"Jun 08, 1985",0.46,0.33,12.92,0.09,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/276c60b14b571dd4
Sean Strickland,,29,7,0,185.4,185.0,193.0,Orthodox,"Feb 27, 1991",5.95,0.42,4.57,0.6,0.73,0.64,0.76,0.2,http://www.ufcstats.com/fighter-details/0d8011111be000b2
Justin Sumter,,7,3,0,188.0,185.0,203.2,Southpaw,"Nov 16, 1989",2.68,0.48,7.64,0.34,2.87,1.0,0.0,0.0,http://www.ufcstats.com/fighter-details/31f9a1f56cbb6ac5
Xavier Siller,Young Guns,5,5,0,165.1,125.0,,,"Jun 06, 1994",1.02,0.36,1.53,0.57,3.83,1.0,0.0,0.0,http://www.ufcstats.com/fighter-details/9a08c2753184ac6d
Chris Solomon,,0,0,0,180.3,155.0,,,,0.0,0.0,2.8,0.37,0.0,0.0,0.33,0.0,http://www.ufcstats.com/fighter-details/324c7a749128df8d
Marc Stevens,,21,10,0,175.3,155.0,,,"May 28, 1985",0.45,0.26,1.79,0.46,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/310c4d4b2b32796b
Takashi Sugiura,,1,3,0,180.3,225.0,,Southpaw,"May 31, 1970",1.37,0.4,2.08,0.53,1.33,0.66,0.0,0.0,http://www.ufcstats.com/fighter-details/06c60fc2c8dcd7bd
Tim Sylvia,The Maine-iac,31,10,0,203.2,265.0,203.2,Orthodox,"Mar 05, 1976",4.23,0.41,2.61,0.61,0.11,1.0,0.75,0.1,http://www.ufcstats.com/fighter-details/2a542ee8a8b83559
Quillan Salkilld,,11,1,0,182.9,155.0,190.5,Orthodox,"Dec 28, 1999",5.16,0.57,3.24,0.44,7.95,0.36,0.9,0.8,http://www.ufcstats.com/fighter-details/17734443a833cdf7
Benardo Sopaj,Lion King,12,3,0,167.6,135.0,167.6,Orthodox,"Sep 25, 2000",4.24,0.56,4.88,0.49,2.53,0.71,0.76,0.0,http://www.ufcstats.com/fighter-details/b6c37948cb226e8c
Amir Sadollah,,6,5,0,177.8,170.0,190.5,Orthodox,"Aug 27, 1980",4.71,0.46,3.55,0.6,0.57,0.27,0.6,0.3,http://www.ufcstats.com/fighter-details/2650e2f846a30f64
Pete Sabala,,3,15,0,,135.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/7956f026e2672c47
Nick Serra,The Mad Monkey,7,3,0,175.3,170.0,,Orthodox,"Mar 27, 1978",0.0,0.0,1.73,0.43,1.0,0.1,0.0,2.0,http://www.ufcstats.com/fighter-details/1975c2272ba40e71
Eric Schambari,,15,6,0,180.3,185.0,,Orthodox,"Apr 22, 1978",1.43,0.42,1.07,0.54,3.0,0.42,0.0,1.0,http://www.ufcstats.com/fighter-details/66e981516e2476d1
Wagner Silva,Wagnao,6,3,0,182.9,170.0,,Orthodox,"Feb 07, 1987",1.69,0.29,2.87,0.65,0.0,0.0,0.58,0.0,http://www.ufcstats.com/fighter-details/fb79582c410d049e
Punahele Soriano,Puna,12,4,0,180.3,170.0,182.9,Southpaw,"Nov 22, 1992",4.66,0.54,3.42,0.47,1.83,0.48,0.4,0.1,http://www.ufcstats.com/fighter-details/64facb6cc564262d
Benoit Saint Denis,God of War,17,3,0,180.3,155.0,185.4,Southpaw,"Dec 18, 1995",5.62,0.58,4.09,0.42,4.19,0.35,0.72,1.8,http://www.ufcstats.com/fighter-details/c2299ec916bc7c56
Frank Shamrock,,23,10,2,177.8,185.0,,Orthodox,"Dec 08, 1972",4.75,0.53,4.66,0.57,0.35,0.5,0.37,1.1,http://www.ufcstats.com/fighter-details/fcaae0385b514f11
Sean Sherk,The Muscle Shark,36,4,1,167.6,155.0,170.2,Orthodox,"Aug 05, 1973",2.17,0.35,2.71,0.55,4.09,0.46,0.56,0.4,http://www.ufcstats.com/fighter-details/029880cdbf5ca089
Claudio Silva,Hannibal,14,4,0,180.3,170.0,180.3,Southpaw,"Sep 06, 1982",2.48,0.42,3.0,0.46,2.85,0.26,0.44,1.1,http://www.ufcstats.com/fighter-details/6f7c616b98e18c29
Joe Son,,0,4,0,162.6,236.0,,Orthodox,"Nov 22, 1970",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/83b743fedde154fb
Chael Sonnen,,29,15,1,185.4,205.0,185.4,Southpaw,"Apr 03, 1977",3.08,0.43,1.1,0.62,3.81,0.59,0.66,0.4,http://www.ufcstats.com/fighter-details/48d1f690b763934c
Bob Sapp,The Beast,11,20,0,195.6,350.0,,Orthodox,"Sep 22, 1974",3.19,0.55,1.88,0.49,0.58,1.0,0.72,0.0,http://www.ufcstats.com/fighter-details/9f3d6ddef3d3cccc
Martin Sano,Spartan,4,3,1,180.3,170.0,190.5,Orthodox,"May 30, 1991",4.0,0.33,12.0,0.4,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/16a64f93f6678b7b
Lacey Schuckman,,11,10,0,160.0,125.0,,,"Jul 16, 1988",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/e44c679c30403cba
Tony Sylvester,,11,3,0,185.4,225.0,,Southpaw,"Jan 27, 1978",0.0,0.0,10.12,0.12,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/87b7df65c30008c4
Devin Smyth,,4,2,0,177.8,170.0,182.9,Switch,"Jul 21, 1995",2.6,0.68,6.73,0.25,4.0,0.26,1.0,0.0,http://www.ufcstats.com/fighter-details/7684c8137b4545ba
Josh Samman,Anqa,13,4,0,190.5,185.0,200.7,Orthodox,"Mar 14, 1988",2.08,0.52,2.47,0.34,1.09,0.33,0.33,0.4,http://www.ufcstats.com/fighter-details/9deff9e3e8d94d47
George Sotiropoulos,,14,7,0,177.8,155.0,180.3,Orthodox,"Jul 09, 1977",2.61,0.27,2.52,0.67,2.32,0.31,0.53,1.6,http://www.ufcstats.com/fighter-details/896c322f56b8be5a
Serghei Spivac,Polar Bear,17,6,0,190.5,260.0,198.1,Orthodox,"Jan 24, 1995",3.45,0.48,4.25,0.5,4.21,0.62,0.63,0.5,http://www.ufcstats.com/fighter-details/e2f6b2769aaedd6c
Dan Stittgen,The Anvil,12,5,0,185.4,170.0,,Orthodox,"Nov 17, 1980",2.97,0.46,4.42,0.37,0.78,1.0,1.0,0.0,http://www.ufcstats.com/fighter-details/cc3147b49c7d7d92
Jean Silva,White Bear,19,12,3,167.6,160.0,,Orthodox,"Oct 08, 1977",0.73,0.22,2.93,0.52,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/9211aae062b799d6
Yana Santos,,17,8,0,167.6,135.0,172.7,Orthodox,"Nov 11, 1989",4.41,0.57,3.12,0.52,0.78,0.47,0.51,0.1,http://www.ufcstats.com/fighter-details/3143bf892608139a
Edimilson Souza,Kevin,15,5,0,182.9,145.0,188.0,Orthodox,"Oct 17, 1984",4.65,0.44,2.91,0.58,0.0,0.0,0.5,0.0,http://www.ufcstats.com/fighter-details/6c7020b859c7a3ce
Sean Salmon,,18,21,0,177.8,185.0,,Southpaw,"Sep 11, 1977",1.49,0.33,2.03,0.65,4.06,0.5,0.0,0.0,http://www.ufcstats.com/fighter-details/7c0847d3854a95f2
Evangelista Santos,Cyborg,21,18,0,177.8,170.0,193.0,Orthodox,"Dec 12, 1977",3.94,0.36,6.01,0.49,0.78,1.0,0.5,0.4,http://www.ufcstats.com/fighter-details/99bf06f20491cb54
Julija Stoliarenko,,11,10,2,170.2,125.0,167.6,Orthodox,"Apr 08, 1993",2.74,0.38,4.45,0.46,0.78,0.2,0.54,1.4,http://www.ufcstats.com/fighter-details/a78a87d8c2bbb1cb
Muslim Salikhov,King of Kung Fu,22,6,0,180.3,170.0,177.8,Orthodox,"Jun 09, 1984",3.37,0.49,2.96,0.62,1.07,0.32,0.72,0.0,http://www.ufcstats.com/fighter-details/447f9858ae78f921
Keisuke Sasu,Sasuke,11,3,1,165.1,145.0,175.3,Switch,"Sep 30, 1994",2.76,0.49,2.42,0.48,3.76,0.4,0.61,1.9,http://www.ufcstats.com/fighter-details/b7bcf6dfbbb7c16c
Thiago Silva,,19,6,0,188.0,205.0,188.0,Orthodox,"Nov 12, 1982",3.92,0.5,2.55,0.67,1.03,0.47,0.7,0.7,http://www.ufcstats.com/fighter-details/2924886ee9c4c527
Julian Sanchez,,0,1,0,190.5,300.0,,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/c6da1c24fe473418
Henrique Shiguemoto,,13,4,1,180.3,185.0,182.9,Orthodox,"Jun 22, 1989",3.6,0.33,6.0,0.16,0.0,0.0,0.5,0.0,http://www.ufcstats.com/fighter-details/5d1700cfbaafbe06
Greg Scott,,3,4,0,175.3,145.0,,,,3.9,0.55,7.79,0.37,11.69,1.0,0.0,0.0,http://www.ufcstats.com/fighter-details/0b235384fe23fc9c
Sim Kai Xiong,Kobra,7,2,0,167.6,135.0,170.2,Orthodox,"Sep 06, 1997",2.85,0.42,3.64,0.55,3.49,0.25,1.0,0.0,http://www.ufcstats.com/fighter-details/79e2cb1e813f881b
Austin Springer,,12,4,0,172.7,145.0,180.3,Orthodox,"May 12, 1987",3.54,0.57,3.15,0.41,3.37,0.4,1.0,0.8,http://www.ufcstats.com/fighter-details/37cc294027f55e4d
Kody Steele,,7,1,0,175.3,155.0,180.3,Orthodox,"Apr 21, 1995",4.44,0.32,7.17,0.52,0.62,0.14,1.0,0.0,http://www.ufcstats.com/fighter-details/aebaa8cec15b083d
Edson Silva,Paredao,14,12,0,,205.0,,Orthodox,,2.69,0.14,5.37,0.5,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/a1153013cb5f628f
Hugo Sandoval,,2,3,0,,135.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/9d51bcc281aa0514
Josh Stuart,,1,4,0,175.3,160.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/601cf40c09090853
Mark Schultz,,1,1,0,175.3,200.0,,Orthodox,"Oct 26, 1960",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/c1684f00c626f4c0
Danny Silva,El Puma,10,2,0,180.3,145.0,177.8,Switch,"Jan 30, 1997",6.67,0.55,7.47,0.61,2.0,0.33,0.81,0.2,http://www.ufcstats.com/fighter-details/d964a59c48381cb6
Luke Stewart,,6,3,0,180.3,170.0,,Orthodox,,3.75,0.56,2.34,0.53,3.75,0.33,0.5,1.9,http://www.ufcstats.com/fighter-details/27b1a406ac171b19
Semmy Schilt,Hightower,26,14,1,208.3,265.0,,Orthodox,"Oct 27, 1973",1.2,0.5,1.31,0.53,0.0,0.0,0.47,1.1,http://www.ufcstats.com/fighter-details/d5ed14b2153c6ed2
Elvis Sinosic,The King of Rock n' Rumble,7,11,2,190.5,205.0,195.6,Orthodox,"Feb 13, 1971",1.13,0.37,4.6,0.53,0.0,0.0,0.0,1.2,http://www.ufcstats.com/fighter-details/817e0bdf08efce2e
Wataru Sakata,,11,14,0,175.3,195.0,,Southpaw,"Mar 11, 1973",1.11,0.61,2.08,0.31,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/d7907a9a968e4d29
Alexander Sarnavskiy,Tiger,35,6,0,180.3,155.0,,,"Jan 17, 1989",1.43,0.66,2.06,0.42,0.0,0.0,0.75,0.0,http://www.ufcstats.com/fighter-details/2097b1a5ff47dfb0
Duda Santana,Cowboyzinha,3,1,0,170.2,145.0,185.4,Orthodox,"Jan 10, 1996",6.01,0.39,2.72,0.73,6.44,0.6,0.0,0.0,http://www.ufcstats.com/fighter-details/d6ead04919a894b1
Thiago Santos,Marreta,22,11,0,188.0,205.0,193.0,Orthodox,"Jan 07, 1984",3.72,0.48,2.57,0.53,0.88,0.33,0.65,0.1,http://www.ufcstats.com/fighter-details/dea070ed4a2a8281
Eric Shelton,Showtime,12,6,0,167.6,125.0,172.7,Orthodox,"Feb 02, 1991",2.57,0.42,1.88,0.63,2.83,0.51,0.46,0.2,http://www.ufcstats.com/fighter-details/a0c64f272b65d441
Serhiy Sidey,,12,2,0,180.3,135.0,182.9,Switch,"Jul 04, 1996",4.49,0.39,4.26,0.54,1.58,0.25,0.2,1.3,http://www.ufcstats.com/fighter-details/1a2bf44edb8055b6
Eric Schwartz,,2,0,0,,205.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/79cbdf233e5e0496
Tyler Stinson,The Evolution,30,10,0,190.5,170.0,,,"Jan 17, 1986",2.8,0.23,4.6,0.56,0.5,1.0,0.0,0.5,http://www.ufcstats.com/fighter-details/2cf520143e76cd2e
Yuya Shirai,,26,14,2,172.7,168.0,,Orthodox,"Apr 02, 1980",1.02,1.0,4.07,0.55,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/a79bfbc01b2264d6
Jesse Sanders,,23,7,0,182.9,170.0,,Orthodox,,0.0,0.0,6.45,0.35,0.0,0.0,0.5,0.0,http://www.ufcstats.com/fighter-details/59aaf2730b84698a
Jesse Strader,Sui Generis,5,3,0,170.2,135.0,177.8,Orthodox,"May 29, 1991",5.03,0.51,5.28,0.47,3.87,0.57,1.0,0.0,http://www.ufcstats.com/fighter-details/8c39367b53eadf8a
Dion Staring,Soldier,35,14,0,185.4,235.0,,Orthodox,"Jun 09, 1978",1.09,0.37,5.0,0.47,0.0,0.0,0.33,0.0,http://www.ufcstats.com/fighter-details/289a57039d742bfe
Louis Smolka,Da Last Samurai,17,9,0,175.3,135.0,172.7,Orthodox,"Jul 16, 1991",4.67,0.47,4.11,0.53,1.69,0.35,0.32,1.8,http://www.ufcstats.com/fighter-details/d2bc285ead803db0
Sam Stout,Hands of Stone,20,12,1,175.3,155.0,177.8,Orthodox,"Apr 23, 1984",4.17,0.28,4.08,0.57,0.63,0.38,0.77,0.1,http://www.ufcstats.com/fighter-details/501b07aec9b8fc2d
Louie Sutherland,Vanilla Gorilla,10,4,0,190.5,264.0,193.0,Orthodox,"Feb 08, 1994",2.14,0.6,3.57,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/cdb7b38b1b357f26
Ron Sparks,The Monster,8,3,0,195.6,265.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/743fd9080892501d
Paulo Cesar Silva,Giant,2,6,0,226.1,385.0,,Orthodox,"Jul 21, 1963",0.4,0.15,2.72,0.47,0.42,1.0,0.16,0.4,http://www.ufcstats.com/fighter-details/55b8dc4e54fe2c59
Gerald Strebendt,The Finishing Machine,9,7,0,175.3,155.0,,Orthodox,"Mar 01, 1979",0.0,0.0,4.0,0.38,0.0,0.0,0.0,16.4,http://www.ufcstats.com/fighter-details/04f9fe830cf13482
Dmitry Sosnovskiy,Wicked Machine,11,0,0,190.5,240.0,195.6,Orthodox,"Jul 06, 1989",2.95,0.7,2.53,0.35,3.16,0.66,1.0,3.2,http://www.ufcstats.com/fighter-details/85ff1b9471d35238
Daniel Swain,,20,10,1,175.3,145.0,177.8,Orthodox,"Jan 30, 1991",0.8,0.44,3.2,0.4,0.0,0.0,0.0,6.0,http://www.ufcstats.com/fighter-details/cc39185f2d7d89e4
Zach Skinner,,10,11,0,167.6,145.0,,Orthodox,,0.53,0.5,2.4,0.32,5.0,0.27,1.0,1.0,http://www.ufcstats.com/fighter-details/c337c3c85b1871e0
Joby Sanchez,,11,4,0,167.6,135.0,172.7,Orthodox,"Jun 24, 1991",3.22,0.36,2.82,0.63,0.95,0.71,0.51,0.4,http://www.ufcstats.com/fighter-details/b12fc8a41e82d3a2
Greg Soto,,9,4,0,180.3,170.0,185.4,Orthodox,"Jun 03, 1986",3.21,0.63,2.61,0.52,1.49,0.27,0.44,1.0,http://www.ufcstats.com/fighter-details/9c669abd35b2522f
Kerry Schall,Meat Truck,24,13,0,188.0,265.0,,Orthodox,"Aug 09, 1971",0.94,0.11,4.84,0.63,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/030f08370fd1c2bb
Rob Sinclair,,13,5,0,172.7,155.0,,,"Feb 20, 1980",1.2,0.33,1.73,0.73,0.0,0.0,0.5,0.0,http://www.ufcstats.com/fighter-details/3b65c9dd39741bc4
Yokthai Sithoar,,0,1,0,170.2,143.0,,,"Dec 25, 1974",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/436cdea7bdfdc016
Mario Soto,Dr. Mario,7,2,0,182.9,145.0,,,,1.43,0.23,5.23,0.42,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/cac3aaa66c20bee1
Brian Stann,All American,12,6,0,185.4,205.0,188.0,Orthodox,"Sep 24, 1980",3.28,0.42,2.65,0.59,0.12,0.12,0.6,0.3,http://www.ufcstats.com/fighter-details/579fcdfcabd23a7b
Floyd Sword,,12,3,0,182.9,185.0,,Orthodox,"Aug 24, 1976",0.78,0.42,1.57,0.4,0.0,0.0,0.33,0.0,http://www.ufcstats.com/fighter-details/5330fe7e4c3af81c
YeDam Seo,,7,4,0,160.0,115.0,160.0,Orthodox,"Mar 20, 1992",1.07,0.27,2.4,0.58,0.5,0.2,0.42,0.0,http://www.ufcstats.com/fighter-details/762572d67204fadb
Donald Sanchez,,31,17,0,177.8,145.0,,,"Aug 18, 1984",0.58,0.5,1.16,0.55,0.0,0.0,0.5,0.0,http://www.ufcstats.com/fighter-details/bb140b121283acbb
Saparbeg Safarov,,9,3,0,185.4,185.0,198.1,Orthodox,"Oct 14, 1986",4.03,0.48,2.96,0.47,2.52,0.41,0.33,0.0,http://www.ufcstats.com/fighter-details/88d7b6d8230e1f3f
Mark Scanlon,,9,2,0,175.3,170.0,,Orthodox,,2.2,0.35,3.33,0.48,3.0,0.75,0.25,2.0,http://www.ufcstats.com/fighter-details/771b60ff889661c8
Alex Soto,Extremo,8,3,1,172.7,135.0,,Southpaw,"Feb 15, 1984",2.95,0.25,5.02,0.59,2.82,0.3,0.0,0.0,http://www.ufcstats.com/fighter-details/d18dbcb0f8e2b55d
