Name,Nickname,Wins,Losses,Draws,Height_cm,Weight_lbs,Reach_cm,Stance,DOB,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg,URL
Jonathan Piersma,Warhawk,9,3,0,180.3,170.0,185.4,Orthodox,"Mar 03, 1996",0.4,0.42,0.87,0.31,0.0,0.0,0.36,3.0,http://www.ufcstats.com/fighter-details/1c7308d2957a12d2
JunYong Park,The Iron Turtle,19,7,0,177.8,185.0,185.4,Orthodox,"Feb 27, 1991",4.64,0.51,3.82,0.51,1.69,0.42,0.54,0.8,http://www.ufcstats.com/fighter-details/285ae0b4a68221f4
Daniel Pereira,Gaucho,9,2,0,177.8,185.0,,,"Dec 13, 1990",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/44f46b0592ca0814
Jhonoven Pati,The Samoan Savage,6,4,0,185.4,185.0,190.5,Switch,"Aug 29, 1990",2.88,0.53,6.13,0.33,2.7,1.0,0.0,0.0,http://www.ufcstats.com/fighter-details/6b16024d44eb03a2
Yan Pellerin,Wild Thing,11,13,0,180.3,205.0,,Orthodox,"Mar 20, 1980",0.59,0.25,0.89,0.66,4.43,1.0,0.0,0.0,http://www.ufcstats.com/fighter-details/bfe95ec546692b13
Claude Patrick,The Prince,14,2,0,180.3,170.0,190.5,Orthodox,"Jun 14, 1980",1.8,0.55,0.89,0.69,2.32,0.53,0.84,1.7,http://www.ufcstats.com/fighter-details/56116a79e4deed06
Dorian Price,,8,5,0,190.5,170.0,,Southpaw,"Aug 20, 1977",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/ee4b670e159f4a33
Norman Parke,Stormin',23,6,1,180.3,155.0,177.8,Southpaw,"Dec 22, 1986",3.06,0.35,2.88,0.64,1.98,0.26,0.77,0.0,http://www.ufcstats.com/fighter-details/14ff46596ad80609
Roland Payne,,0,1,0,175.3,205.0,,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/2e04a3b4a2011b97
Anthony Perosh,The Hippo,15,10,0,190.5,205.0,190.5,Orthodox,"Oct 05, 1972",2.27,0.43,3.77,0.53,2.03,0.22,0.33,1.1,http://www.ufcstats.com/fighter-details/4b4753d19489297f
Thomas Petersen,The Train,10,4,0,185.4,264.0,188.0,Southpaw,"Mar 30, 1995",3.38,0.58,2.95,0.55,3.71,0.5,0.87,0.5,http://www.ufcstats.com/fighter-details/764d39074a352e33
Bryan Pardoe,Pain Inducer,13,16,0,185.4,205.0,,Orthodox,"Oct 22, 1968",1.11,0.36,4.59,0.45,4.75,0.4,0.33,0.0,http://www.ufcstats.com/fighter-details/56116537d71a578c
Ross Pearson,The Real Deal,20,16,0,172.7,155.0,175.3,Orthodox,"Sep 26, 1984",3.68,0.4,4.09,0.62,0.74,0.35,0.75,0.0,http://www.ufcstats.com/fighter-details/4f732e58ed907eff
Luciano Pereira,El Torito,13,1,0,,125.0,,Orthodox,"Jan 09, 2001",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/d7ee49bf3c779fa6
Rolando Perez,,7,5,2,172.7,135.0,,Orthodox,,4.23,0.36,4.83,0.63,0.0,0.0,1.0,0.0,http://www.ufcstats.com/fighter-details/4a9e305633f3ef47
Maki Pitolo,Coconut Bombz,13,9,0,177.8,185.0,190.5,Orthodox,"Nov 24, 1990",4.1,0.44,3.93,0.55,2.24,0.52,0.5,0.8,http://www.ufcstats.com/fighter-details/c549573c0df4d676
Igor Pokrajac,The Duke,28,13,0,182.9,205.0,188.0,Orthodox,"Jan 02, 1979",2.25,0.45,4.26,0.4,0.87,0.29,0.51,0.2,http://www.ufcstats.com/fighter-details/53278852bcd91e11
Alan Patrick,Nuguette,15,4,0,180.3,155.0,188.0,Southpaw,"Jul 19, 1983",1.82,0.4,2.95,0.43,3.01,0.33,0.43,0.3,http://www.ufcstats.com/fighter-details/cd7763bcadb5d4c8
Damian Pinas,The Baba Yaga,8,1,0,185.4,185.0,200.7,Orthodox,"Mar 12, 2002",9.62,0.5,7.36,0.45,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/fdd22e895a70e4a8
Armen Petrosyan,Superman,9,5,0,190.5,185.0,180.3,Orthodox,"Nov 03, 1990",5.84,0.53,3.31,0.53,0.17,0.33,0.41,0.0,http://www.ufcstats.com/fighter-details/369ea36e450ae62a
Nam Phan,,21,17,0,167.6,135.0,177.8,Orthodox,"Mar 13, 1983",4.52,0.37,6.55,0.59,0.18,0.18,0.6,0.2,http://www.ufcstats.com/fighter-details/80dbeb1dd5b53e64
George Pacurariu,Constantine,10,5,0,170.2,135.0,,,"Jul 28, 1984",4.69,0.53,2.68,0.63,5.03,1.0,1.0,5.0,http://www.ufcstats.com/fighter-details/c51da79b0346b5b7
Hernani Perpetuo,,18,5,0,182.9,170.0,,Orthodox,"May 24, 1985",2.73,0.29,4.37,0.55,0.0,0.0,0.37,0.5,http://www.ufcstats.com/fighter-details/575360be653ad6a6
Raquel Pennington,Rocky,16,10,0,170.2,135.0,170.2,Orthodox,"Sep 05, 1988",4.1,0.49,3.32,0.61,0.83,0.27,0.62,0.6,http://www.ufcstats.com/fighter-details/fc169c387b4b465d
Julia Polastri,Psycho,14,5,0,157.5,115.0,162.6,Orthodox,"Mar 05, 1998",6.4,0.54,5.4,0.57,0.73,0.8,0.6,0.4,http://www.ufcstats.com/fighter-details/abb68e3c7ca128f2
Juan Puerta,Leadfeather,23,6,0,175.3,125.0,180.3,Southpaw,"Jan 20, 1988",1.27,0.39,1.27,0.67,1.0,1.0,0.0,0.0,http://www.ufcstats.com/fighter-details/fdba548aff9763d9
Windri Patilima,,8,1,0,167.6,155.0,180.3,Southpaw,"Jul 19, 1993",0.31,0.5,7.64,0.31,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/66d42e9503fa108e
Jens Pulver,Little Evil,27,19,1,170.2,145.0,177.8,Southpaw,"Dec 06, 1974",2.12,0.37,3.13,0.56,0.22,0.33,0.63,0.3,http://www.ufcstats.com/fighter-details/44260175069b6276
Michael Page,Venom,24,3,0,190.5,170.0,200.7,Switch,"Apr 07, 1987",2.39,0.6,1.68,0.57,0.23,0.16,0.66,0.0,http://www.ufcstats.com/fighter-details/a67d071163962af8
Shane Primm,,5,5,0,190.5,205.0,,Orthodox,"Jul 30, 1984",0.83,0.26,2.25,0.62,1.78,0.2,0.0,0.0,http://www.ufcstats.com/fighter-details/5114f1b5ad4cdf72
Vinc Pichel,From Hell,14,5,0,177.8,155.0,182.9,Orthodox,"Nov 23, 1982",3.78,0.46,3.17,0.54,2.5,0.51,0.31,0.2,http://www.ufcstats.com/fighter-details/c77a953488e5607d
Joe Proctor,,11,5,0,177.8,155.0,182.9,Orthodox,"Aug 10, 1985",3.39,0.36,3.93,0.59,0.0,0.0,0.7,1.8,http://www.ufcstats.com/fighter-details/a36556bb1565e32d
HyunSung Park,Peace of Mind,10,2,0,170.2,125.0,167.6,Orthodox,"Nov 04, 1995",3.38,0.41,3.14,0.55,1.5,0.31,0.47,1.8,http://www.ufcstats.com/fighter-details/b671bdf981ad527d
Parker Porter,,14,9,0,182.9,265.0,190.5,Orthodox,"Apr 22, 1985",6.55,0.5,6.32,0.51,1.35,0.26,0.66,0.5,http://www.ufcstats.com/fighter-details/ac40f7e3cbecdda4
Nick Piccininni,,7,1,0,167.6,125.0,167.6,Orthodox,"Dec 16, 1996",3.2,0.43,6.03,0.42,8.0,0.44,1.0,0.0,http://www.ufcstats.com/fighter-details/a5cb1c29461853ca
Juan Manuel Puig,Fenix,11,4,0,175.3,145.0,,Orthodox,"Apr 23, 1989",4.91,0.23,7.17,0.51,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/85d0fafb8b75d634
Estevan Payan,El Terrible,16,12,0,177.8,145.0,,Orthodox,"Mar 14, 1982",4.25,0.42,3.58,0.57,0.36,1.0,0.6,0.4,http://www.ufcstats.com/fighter-details/d0a5ef38a7778ac2
Drew Pendleton,,5,0,0,,145.0,,,"Dec 08, 1983",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/34b634cb2471bdde
Domingo Pilarte,Son of Fire,8,3,0,182.9,135.0,185.4,Southpaw,"Jan 05, 1990",1.31,0.47,2.96,0.4,1.2,0.42,0.54,0.8,http://www.ufcstats.com/fighter-details/4bf6b225ff6099c4
Ivana Petrovic,,7,3,0,172.7,125.0,177.8,Southpaw,"Jun 11, 1994",1.91,0.41,2.05,0.56,2.12,0.38,0.61,0.8,http://www.ufcstats.com/fighter-details/38c5817ade8a8014
Josh Pulsifer,The Platypus,17,8,0,177.8,145.0,,,"Mar 16, 1983",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/16867810070dc520
Viviane Pereira,Sucuri,13,2,0,154.9,115.0,160.0,Orthodox,"Aug 28, 1993",2.7,0.3,4.48,0.58,0.25,1.0,0.28,0.2,http://www.ufcstats.com/fighter-details/d50382dc0565a9e1
Justin Patterson,The Tactician,9,3,0,177.8,170.0,,,"Dec 07, 1985",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/2dc7c49cfaeb867c
Luis Pena,Violent Bob Ross,9,3,0,190.5,155.0,190.5,Southpaw,"Jul 05, 1993",3.66,0.46,3.12,0.51,1.17,0.33,0.48,1.2,http://www.ufcstats.com/fighter-details/2844b047183a1adb
Justin Pennington,,3,3,0,162.6,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/0699c4b2a7c3c76f
Paddy Pimblett,The Baddy,23,4,0,177.8,155.0,185.4,Orthodox,"Jan 03, 1995",5.49,0.52,3.89,0.42,0.69,0.21,0.44,1.2,http://www.ufcstats.com/fighter-details/7826923b47f8d72a
Aaron Phillips,The Dragon,12,5,0,175.3,135.0,180.3,Southpaw,"Aug 05, 1989",1.51,0.53,3.66,0.43,0.86,0.5,0.44,0.6,http://www.ufcstats.com/fighter-details/34c2b3656f88f7ef
EoJin Park,Young Boss,9,2,1,182.9,145.0,180.3,Orthodox,"Dec 26, 2001",3.78,0.4,3.92,0.47,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/f79e7f138bf50cc0
BJ Penn,The Prodigy,16,14,2,175.3,155.0,177.8,Orthodox,"Dec 13, 1978",2.76,0.48,3.2,0.56,1.19,0.55,0.74,0.5,http://www.ufcstats.com/fighter-details/73c7cfa551289285
Constantinos Philippou,,13,5,0,180.3,185.0,185.4,Orthodox,"Nov 29, 1979",2.19,0.35,2.73,0.54,0.4,0.42,0.65,0.3,http://www.ufcstats.com/fighter-details/05560764359161e4
Jonny Parsons,The Sluggernaut,9,3,0,175.3,170.0,175.3,Orthodox,"Sep 06, 1991",4.65,0.44,4.89,0.6,0.0,0.0,0.66,0.0,http://www.ufcstats.com/fighter-details/2975297f505e9447
Kurt Pellegrino,Batman,16,7,0,172.7,155.0,177.8,Orthodox,"May 07, 1979",2.45,0.43,1.94,0.63,2.9,0.54,0.69,0.8,http://www.ufcstats.com/fighter-details/aa1952ec0b3dd8e1
Kyle Prepolec,Killshot,18,10,0,177.8,155.0,177.8,Southpaw,"Aug 30, 1989",3.25,0.34,5.69,0.48,0.0,0.0,0.45,0.0,http://www.ufcstats.com/fighter-details/873626e5547b5235
Joe Pyfer,Bodybagz,15,3,0,188.0,185.0,190.5,Orthodox,"Sep 17, 1996",3.47,0.43,3.05,0.53,1.23,0.33,0.5,1.0,http://www.ufcstats.com/fighter-details/c1085e1701b13eca
Sarah Payant,Soulja,1,4,0,162.6,115.0,,,,0.29,0.16,2.06,0.3,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/748d4e35f846a029
Julianna Pena,The Venezuelan Vixen,13,6,0,167.6,135.0,175.3,Orthodox,"Aug 19, 1989",3.1,0.44,2.56,0.57,1.7,0.54,0.24,0.8,http://www.ufcstats.com/fighter-details/3253b16d38ae087d
Remco Pardoel,Grizzly,9,6,1,190.5,260.0,,Southpaw,"May 23, 1969",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/749685d24e2cac50
Alex Perez,,26,10,0,167.6,125.0,165.1,Orthodox,"Mar 21, 1992",4.41,0.46,3.2,0.59,2.21,0.48,0.75,0.7,http://www.ufcstats.com/fighter-details/ab2b4ff41d6ebe0f
Yuri Panferov,The Russian Polar Bear,9,1,0,185.4,185.0,182.9,Orthodox,"Aug 30, 1996",3.65,0.5,2.55,0.6,2.64,0.57,0.36,0.0,http://www.ufcstats.com/fighter-details/36d811b015635b67
Oskar Piechota,Imadlo,11,3,1,182.9,185.0,193.0,Southpaw,"Jan 24, 1990",3.3,0.52,3.93,0.51,0.61,0.4,0.38,1.5,http://www.ufcstats.com/fighter-details/1cf7ccf64a5bf24e
Harvey Park,Fightbot,12,3,0,182.9,155.0,177.8,Orthodox,"Mar 22, 1986",3.77,0.5,7.21,0.33,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/b709b534b6873744
Thomas Paull,Juggernaut,11,4,0,170.2,155.0,170.2,Orthodox,"Oct 15, 1994",7.33,0.33,8.67,0.64,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/dda67d7d3df6b406
Pingyuan Liu,,13,7,0,167.6,135.0,182.9,Orthodox,"Feb 13, 1993",2.36,0.33,2.99,0.54,0.25,0.2,0.56,1.0,http://www.ufcstats.com/fighter-details/31bbd39c0a075d4e
Joe Pardo,,4,6,0,185.4,210.0,,Southpaw,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/74fefd43f073cd2f
Russell Patrick,,6,4,0,175.3,145.0,,,"Sep 30, 1984",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/eafedba0617ced81
Thiago Perpetuo,Bodao,9,4,1,177.8,170.0,,Orthodox,"Dec 14, 1987",5.39,0.69,3.51,0.51,2.82,0.5,0.66,0.0,http://www.ufcstats.com/fighter-details/c1a5d3843596df92
Mike Pierce,,17,7,0,172.7,170.0,180.3,Orthodox,"Sep 01, 1980",2.62,0.42,2.36,0.62,3.08,0.42,0.71,0.2,http://www.ufcstats.com/fighter-details/236a37d96d476164
Jared Papazian,The Jackhammer,20,13,0,172.7,135.0,170.2,Southpaw,"Feb 01, 1988",3.33,0.39,3.81,0.44,0.0,0.0,0.5,0.0,http://www.ufcstats.com/fighter-details/edad57b3dddf2168
Mike Polchlopek,Mike Barton,1,1,0,193.0,285.0,,Orthodox,"Dec 27, 1965",2.0,0.38,1.33,0.57,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/3bb030257966b022
Jimmie Pace,Big Bucks,7,2,0,,185.0,,,"Apr 09, 1996",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/4652b685fa11e7fd
Cory Peterson,LA Giant,2,1,0,210.8,400.0,,Orthodox,"Feb 04, 1979",2.17,0.6,6.51,0.4,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/5df10509264586e5
Carlos Prates,The Nightmare,23,7,0,185.4,170.0,198.1,Switch,"Aug 17, 1993",3.77,0.55,4.53,0.47,0.21,1.0,0.8,0.0,http://www.ufcstats.com/fighter-details/7ee0fd831c0fe7c3
Jorge Patino,Macaco,38,19,2,172.7,170.0,,Orthodox,"Aug 05, 1973",1.33,0.3,3.14,0.53,0.54,0.25,0.5,0.0,http://www.ufcstats.com/fighter-details/c8cca8f3de5be4b4
Bart Palaszewski,Bartimus,36,17,0,175.3,145.0,177.8,Orthodox,"May 30, 1983",2.67,0.32,3.97,0.57,0.65,0.31,0.53,0.5,http://www.ufcstats.com/fighter-details/4304992c2acc187b
Tommy Petersen,,2,3,0,,155.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/7aabd61419f747d1
Ido Pariente,,13,6,0,172.7,155.0,,Orthodox,"Aug 31, 1978",0.0,0.0,2.86,0.45,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/7573d25a078b5732
Matej Penaz,Money,6,1,0,190.5,185.0,210.8,Southpaw,"Oct 14, 1996",1.28,0.33,2.55,0.33,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/abd64006fd37298d
Raphael Pessoa,Bebezao,10,2,0,190.5,262.0,198.1,Orthodox,"Mar 09, 1989",2.16,0.26,3.43,0.42,0.0,0.0,1.0,0.0,http://www.ufcstats.com/fighter-details/41f90012b86a11bf
Callan Potter,The Rockstar,18,9,0,182.9,170.0,182.9,Orthodox,"Jun 09, 1984",3.18,0.5,4.72,0.58,3.29,0.66,1.0,0.0,http://www.ufcstats.com/fighter-details/8fc9ae9c7527dfcb
Fernando Padilla,El Valiente,16,6,0,185.4,145.0,193.0,Orthodox,"Dec 15, 1996",6.07,0.4,5.74,0.52,0.0,0.0,1.0,0.6,http://www.ufcstats.com/fighter-details/d2f43cfaf8ca3560
Hugh Pulley,,6,3,0,182.9,155.0,,,,4.47,0.63,3.27,0.57,4.0,0.66,0.69,0.0,http://www.ufcstats.com/fighter-details/308279bd246c211f
Frankie Perez,,10,4,0,180.3,155.0,185.4,Orthodox,"May 11, 1989",1.64,0.41,2.17,0.54,1.75,0.41,0.5,0.3,http://www.ufcstats.com/fighter-details/96c336b463e0662c
Guilherme Pat,Kong,6,0,0,198.1,265.0,205.7,Orthodox,"Apr 20, 1994",4.27,0.64,2.2,0.61,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/ba15006c804a8de0
Dmitry Poberezhets,,24,5,1,190.5,237.0,,,"Jun 11, 1985",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/9756095cb76b67c3
Matt Pedro,,3,1,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/f354c50b8d63d9b3
Wayne Phillips,,7,7,0,,185.0,,,"Jun 17, 1983",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/09a82bd51ff61376
Sherman Pendergarst,The Tank,11,18,0,185.4,235.0,,Orthodox,"Aug 01, 1967",1.23,0.36,3.08,0.16,4.62,1.0,0.0,0.0,http://www.ufcstats.com/fighter-details/e670f8cc2969a789
Andrey Pulyaev,,10,4,0,193.0,185.0,198.1,Southpaw,"Sep 10, 1997",3.84,0.56,3.14,0.55,0.29,0.16,0.64,0.0,http://www.ufcstats.com/fighter-details/22e07d3da1aa3475
Markus Perez,Maluko,12,5,0,185.4,185.0,185.4,Orthodox,"Jun 22, 1988",2.6,0.47,3.72,0.52,0.81,0.25,0.77,1.0,http://www.ufcstats.com/fighter-details/2ac4628c08ec5125
Brad Pickett,One Punch,25,14,0,167.6,135.0,172.7,Orthodox,"Sep 24, 1978",3.02,0.31,4.63,0.55,2.47,0.44,0.58,0.4,http://www.ufcstats.com/fighter-details/c945adc22c2bfe8f
Nick Piedmont,No Limit,12,7,1,177.8,145.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/df7d386a54e07446
Jay Perrin,The Joker,10,7,0,170.2,135.0,170.2,Switch,"Jun 15, 1993",3.71,0.46,3.9,0.44,2.83,0.52,0.58,0.0,http://www.ufcstats.com/fighter-details/01fed6f61ebea01f
Filip Pejic,,12,2,2,172.7,135.0,,Orthodox,"Jul 21, 1992",0.0,0.0,0.88,0.33,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/38ed5a2299230227
Wagner Prado,Caldeirao,12,3,0,182.9,205.0,188.0,Southpaw,"Dec 30, 1986",1.72,0.4,3.06,0.5,0.0,0.0,0.22,0.0,http://www.ufcstats.com/fighter-details/7f6ef4e1227600bc
Willie Peeters,,9,10,1,175.3,220.0,,Orthodox,"Oct 26, 1965",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/e7bfdb5e0112891e
Chris Padilla,Taco,17,6,0,175.3,155.0,188.0,Orthodox,"Sep 14, 1995",4.78,0.54,3.87,0.55,1.18,0.3,0.75,0.4,http://www.ufcstats.com/fighter-details/06626b6287e1ae1e
Carlo Prater,Neo,31,18,1,180.3,155.0,182.9,Switch,"Jun 25, 1981",2.03,0.47,4.07,0.35,0.43,0.09,0.57,1.7,http://www.ufcstats.com/fighter-details/4f853e98886283cf
Michel Prazeres,Tractor,26,4,0,167.6,170.0,170.2,Orthodox,"Jul 25, 1981",2.38,0.47,2.51,0.57,3.94,0.36,0.47,0.6,http://www.ufcstats.com/fighter-details/e51fcd9cd84c0b93
Mike Pyle,Quicksand,27,14,1,182.9,170.0,188.0,Orthodox,"Sep 18, 1975",2.74,0.45,2.84,0.6,1.8,0.35,0.7,1.5,http://www.ufcstats.com/fighter-details/f5990c11974d8e9c
Michael Patt,,12,4,0,182.9,205.0,,Orthodox,,1.65,0.28,5.53,0.55,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/83d0de122f2f9664
Jordan Parsons,Pretty Boy,11,2,0,175.3,145.0,,,"Aug 26, 1990",3.29,0.4,2.37,0.6,1.54,0.21,0.5,1.0,http://www.ufcstats.com/fighter-details/8b2a18d3c6735083
Sam Patterson,,14,2,1,190.5,170.0,198.1,Orthodox,"Apr 30, 1996",3.89,0.43,3.93,0.49,1.39,1.0,0.33,2.8,http://www.ufcstats.com/fighter-details/8b6e5dc2ba1edbe7
Larry Parker,,13,6,1,180.3,205.0,,Orthodox,"Aug 15, 1963",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/c0231720fe516994
Peter Petties,The Joker,5,3,0,180.3,145.0,182.9,Southpaw,"Dec 20, 1990",2.61,0.29,8.24,0.48,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/7ea5d60d2e6a8ad0
Jamie Pickett,The Night Wolf,13,11,0,188.0,185.0,203.2,Orthodox,"Aug 29, 1988",2.65,0.47,3.62,0.5,1.26,0.4,0.67,0.1,http://www.ufcstats.com/fighter-details/830f60497fab345a
Aaron Pico,,13,5,0,172.7,145.0,177.8,Orthodox,"Sep 23, 1996",3.88,0.44,2.39,0.5,8.96,0.66,0.0,0.0,http://www.ufcstats.com/fighter-details/5537efc6e496dd84
Raulian Paiva,,21,5,0,172.7,135.0,175.3,Orthodox,"Oct 17, 1995",4.14,0.42,5.01,0.48,0.65,0.23,0.77,0.2,http://www.ufcstats.com/fighter-details/82b4e942781b1046
Adam Piccolotti,,9,0,0,180.3,155.0,,,"Oct 23, 1988",4.61,0.5,2.83,0.71,2.96,0.6,1.0,3.0,http://www.ufcstats.com/fighter-details/fa399f7f6e17f7f5
Leiticia Pestova,,0,2,0,167.6,135.0,,Orthodox,"Jan 15, 1984",0.0,0.0,24.62,0.44,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/f3743d8ef5dde970
Carlo Pedersoli Jr.,Semento,11,3,0,180.3,170.0,190.5,Southpaw,"Jun 08, 1993",4.17,0.37,4.12,0.61,2.91,0.44,0.0,0.0,http://www.ufcstats.com/fighter-details/198994b47f395af0
John Phillips,The Welsh Wrecking Machine,22,11,0,180.3,185.0,190.5,Southpaw,"Jun 09, 1985",1.72,0.34,4.03,0.49,0.0,0.0,0.07,0.0,http://www.ufcstats.com/fighter-details/e9ac7bfb65c25497
Grigory Popov,,13,3,0,170.2,135.0,172.7,Switch,"Apr 18, 1984",3.63,0.37,4.2,0.55,0.0,0.0,0.45,0.0,http://www.ufcstats.com/fighter-details/d3fa5c5955397532
Billy Pasulatan,,10,3,0,165.1,125.0,167.6,Switch,"Aug 07, 1991",0.65,0.2,5.22,0.48,0.0,0.0,0.0,4.9,http://www.ufcstats.com/fighter-details/e5a59983f4603621
Sean Pierson,The Punisher,14,6,0,182.9,170.0,193.0,Southpaw,"Mar 10, 1976",3.84,0.39,3.73,0.64,0.39,0.18,0.66,0.4,http://www.ufcstats.com/fighter-details/0d506315895efffc
Cyrillo Padilha,,3,3,0,180.3,155.0,,,"Jan 23, 1978",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/856c4d2668a875f9
Tony Petarra,,2,3,1,180.3,196.0,,Orthodox,"Nov 08, 1966",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/c61f66d8c3fd5f07
Sasha Palatnikov,,6,4,0,185.4,170.0,182.9,Switch,"Mar 15, 1989",6.69,0.53,5.44,0.52,0.72,1.0,0.7,0.0,http://www.ufcstats.com/fighter-details/a6c20202c701e5ca
Tulio Palhares,,2,16,0,,180.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/e8c170a64dc920ac
Andre Pederneiras,,1,1,2,172.7,155.0,,Orthodox,"Mar 22, 1967",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/bba678d312590087
Felipe Pena,Preguica,0,0,0,,,,,"Oct 19, 1991",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/566ff9546fc29acd
Godofredo Pepey,,13,6,0,170.2,145.0,185.4,Orthodox,"Jul 02, 1987",2.32,0.38,3.23,0.47,0.37,0.07,0.35,1.5,http://www.ufcstats.com/fighter-details/fa37628269132d1a
CM Punk,,0,1,0,185.4,170.0,185.4,Orthodox,"Oct 26, 1978",1.1,0.23,4.87,0.4,0.87,0.11,0.0,0.0,http://www.ufcstats.com/fighter-details/a8c9d16fe2a14d72
Teemu Packalen,Pacu,8,3,0,185.4,155.0,190.5,Orthodox,"May 22, 1987",2.57,0.54,3.91,0.47,2.31,0.25,1.0,1.5,http://www.ufcstats.com/fighter-details/8f4eeaf7a0df7c1a
Zac Pauga,The High Chief,7,3,0,188.0,205.0,193.0,Orthodox,"Feb 25, 1988",4.46,0.62,2.73,0.58,0.38,0.07,1.0,0.0,http://www.ufcstats.com/fighter-details/56f7d7ee06be4aab
Nick Penner,The Quiet Assassin,11,3,0,193.0,205.0,,Southpaw,"Mar 26, 1980",1.25,0.3,4.6,0.38,0.0,0.0,0.4,0.0,http://www.ufcstats.com/fighter-details/879b8df81523d91b
Alexandre Pantoja,The Cannibal,30,6,0,165.1,125.0,170.2,Orthodox,"Apr 16, 1990",4.38,0.5,3.88,0.49,2.79,0.47,0.69,1.0,http://www.ufcstats.com/fighter-details/a0f0004aadf10b71
Kyler Phillips,The Matrix,12,4,0,172.7,135.0,182.9,Orthodox,"Jun 12, 1995",5.04,0.42,3.83,0.6,2.31,0.45,0.75,0.4,http://www.ufcstats.com/fighter-details/60425d07ef4b91a7
Ruan Potts,Fangzz,11,6,0,188.0,247.0,190.5,Orthodox,"Feb 23, 1978",0.85,0.37,5.92,0.22,0.75,0.16,0.33,2.3,http://www.ufcstats.com/fighter-details/7e208569469c8bc8
Andre Petroski,,13,6,0,182.9,185.0,185.4,Switch,"Jun 12, 1991",2.81,0.49,2.79,0.53,3.15,0.51,0.86,1.3,http://www.ufcstats.com/fighter-details/5f61780fe5e9b6d0
Alice Pereira,Golden Girl,6,1,0,172.7,135.0,180.3,Orthodox,"Dec 20, 2005",2.47,0.31,3.0,0.72,0.0,0.0,1.0,0.0,http://www.ufcstats.com/fighter-details/81d2c551886bd5a1
