Name,Nickname,Wins,Losses,Draws,Height_cm,Weight_lbs,Reach_cm,DOB,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg,URL,Stance
Kyle Bochniak,Killer B,8,5,0,170.2,145.0,177.8,"Feb 05, 1987",2.63,0.31,5.11,0.58,1.14,0.15,0.62,0.0,http://www.ufcstats.com/fighter-details/c5af5750e8bae4f0,Orthodox
Kyle Bolt,,8,4,0,188.0,185.0,,,7.27,0.52,7.27,0.45,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/9d455d5cfe6a0e35,
Kyle Bradley,,19,12,0,175.3,155.0,180.3,"Aug 19, 1982",1.99,0.4,3.45,0.58,0.65,0.5,0.4,0.0,http://www.ufcstats.com/fighter-details/a6959da32f0e6b5d,Orthodox
Kyle Daukaus,,17,4,0,188.0,185.0,193.0,"Feb 27, 1993",3.32,0.53,2.9,0.42,2.08,0.25,0.82,2.1,http://www.ufcstats.com/fighter-details/d6c0cdd7e467c440,Southpaw
Kyle Dietz,,5,2,0,172.7,135.0,,"Apr 29, 1986",1.82,0.45,2.08,0.62,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/31da66df48c0c1a0,Orthodox
Kyle Driscoll,KD,12,3,0,180.3,145.0,188.0,"Sep 23, 1994",2.73,0.32,2.6,0.58,2.0,0.18,0.0,0.0,http://www.ufcstats.com/fighter-details/e5e148d4363deff8,Orthodox
Kyle Nelson,The Monster,17,6,1,180.3,155.0,180.3,"Apr 20, 1991",3.6,0.45,4.48,0.53,1.18,0.23,0.66,0.5,http://www.ufcstats.com/fighter-details/31f8081c7600da93,Switch
Kyle Noblitt,,11,2,0,188.0,243.0,,"Dec 26, 1989",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/4acf03bdec2025d7,
Kyle Noke,,22,10,1,185.4,170.0,193.0,"Mar 18, 1980",3.23,0.5,2.09,0.64,1.53,0.54,0.66,0.8,http://www.ufcstats.com/fighter-details/7339d340aa2889cb,Southpaw
Kyle Prepolec,Killshot,18,10,0,177.8,155.0,177.8,"Aug 30, 1989",3.25,0.34,5.69,0.48,0.0,0.0,0.45,0.0,http://www.ufcstats.com/fighter-details/873626e5547b5235,Southpaw
Kyle Reyes,Boom,15,7,0,172.7,145.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/7333d6e0f6428acb,
Kyle Stewart,Gunz Up,11,3,0,182.9,170.0,193.0,"Jan 31, 1989",1.41,0.35,2.42,0.43,1.32,0.2,0.6,0.0,http://www.ufcstats.com/fighter-details/bb61823f76361297,Orthodox
Kyle Sturgeon,,0,1,0,190.5,225.0,,"Feb 01, 1963",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/d30415ec5e8783cd,Switch
Kyle Watson,,13,8,1,182.9,155.0,,"Aug 09, 1979",3.67,0.35,3.25,0.62,0.0,0.0,1.0,0.0,http://www.ufcstats.com/fighter-details/d7b2c0b53883ee80,Southpaw
Kyler Phillips,The Matrix,12,4,0,172.7,135.0,182.9,"Jun 12, 1995",5.04,0.42,3.83,0.6,2.31,0.45,0.75,0.4,http://www.ufcstats.com/fighter-details/60425d07ef4b91a7,Orthodox
Kyoji Horiguchi,Karate Kid,36,5,0,162.6,125.0,160.0,"Oct 12, 1990",3.77,0.47,2.13,0.63,1.61,0.4,0.61,0.1,http://www.ufcstats.com/fighter-details/98aa60cf58071fd6,Orthodox
Kyosuke Sasaki,,3,7,4,170.2,183.0,,"Oct 07, 1979",0.33,0.45,0.93,0.46,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/23bd78c3f89bdb54,Southpaw
Kyron Bowen,Bullseye,9,5,0,190.5,185.0,185.4,"Dec 22, 1993",2.73,0.57,2.05,0.4,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/5488b3c67600333a,Orthodox
LC Davis,,23,8,0,172.7,135.0,175.3,"Oct 28, 1980",2.04,0.3,2.1,0.59,2.27,0.46,0.66,0.2,http://www.ufcstats.com/fighter-details/6dab8ce5e4bffe77,Southpaw
Lacey Schuckman,,11,10,0,160.0,125.0,,"Jul 16, 1988",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/e44c679c30403cba,
Lance Benoist,,7,2,0,180.3,170.0,182.9,"Aug 26, 1988",3.68,0.51,2.7,0.56,1.5,0.33,0.61,0.0,http://www.ufcstats.com/fighter-details/5431dccc09118234,Southpaw
Lance Gibson,Fearless,4,5,0,175.3,185.0,,"Nov 20, 1970",1.21,0.75,6.44,0.2,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/63eedfcc73071d41,Orthodox
Lance Gibson Jr.,Fearless,9,2,0,175.3,155.0,182.9,"Feb 02, 1995",2.0,0.41,4.33,0.53,2.0,0.66,0.5,0.0,http://www.ufcstats.com/fighter-details/07bc580bdf3eb9c8,
Lando Vannata,Groovy,12,7,2,175.3,155.0,180.3,"Mar 14, 1992",4.52,0.45,4.76,0.55,1.09,0.37,0.69,0.3,http://www.ufcstats.com/fighter-details/f9b200db02b488d9,Orthodox
Landon Quinones,The Lone Wolf,7,3,1,175.3,155.0,177.8,"Nov 21, 1995",6.77,0.4,7.7,0.55,0.5,0.33,1.0,0.0,http://www.ufcstats.com/fighter-details/267f4a6568abe245,Southpaw
Landon Showalter,The Show,11,19,1,182.9,185.0,,"Jun 14, 1976",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/35cc17760b06f36d,
Lara Procopio,,7,2,0,162.6,125.0,170.2,"Nov 14, 1995",5.64,0.58,6.5,0.47,3.15,0.47,0.5,0.3,http://www.ufcstats.com/fighter-details/e99821959a840bb8,Orthodox
Larissa Pacheco,,10,2,0,170.2,135.0,,"Sep 07, 1994",1.21,0.19,4.14,0.55,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/16b89be2f5c16fba,Orthodox
Larry Cureton,,0,2,0,188.0,240.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/46f11d15c0134fe3,Orthodox
Larry Parker,,13,6,1,180.3,205.0,,"Aug 15, 1963",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/c0231720fe516994,Orthodox
Laureano Staropoli,Pepi,9,5,0,185.4,185.0,180.3,"Feb 27, 1993",3.31,0.34,3.73,0.54,0.83,0.26,0.48,0.0,http://www.ufcstats.com/fighter-details/a12a8314adc1c1c9,Orthodox
Lavar Johnson,Big,18,10,0,193.0,240.0,208.3,"Jun 11, 1977",5.39,0.55,2.54,0.55,0.61,0.66,0.54,0.6,http://www.ufcstats.com/fighter-details/e6c5908910cc26e4,Orthodox
Laverne Clark,,27,21,1,180.3,170.0,,"Dec 02, 1973",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/1c2f2571b18791b6,Orthodox
Lazar Stojadinovic,The Bronx Bomber,12,5,0,170.2,145.0,172.7,"Mar 22, 1989",1.82,0.29,1.97,0.59,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/4d25497994da569c,Southpaw
Leandro Issa,Brodinho,13,6,0,170.2,135.0,175.3,"Sep 19, 1983",2.08,0.37,3.17,0.58,2.38,0.22,0.5,1.2,http://www.ufcstats.com/fighter-details/d1e1fdcea7c8a90a,Orthodox
Leandro Silva,Buscape,20,6,1,175.3,155.0,182.9,"Nov 11, 1985",2.39,0.48,2.08,0.63,1.76,0.37,0.65,0.4,http://www.ufcstats.com/fighter-details/159da492e000afbf,Orthodox
Lee Brousseau,Manimal,5,3,0,185.4,205.0,,"Oct 04, 1974",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/0974d8d4053a7237,
Lee Gibson,Lethal,12,4,0,170.2,155.0,,"Jun 20, 1976",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/69db199087a1a792,
Lee Higgins,,2,1,0,,155.0,,"Jul 14, 1980",1.02,0.26,3.68,0.4,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/88432fe79d5091d9,
Lee Kwan Bum,,0,1,0,188.0,286.0,,"Oct 12, 1986",0.71,0.14,0.0,1.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/c0342805a1948cbb,Orthodox
Leigh Remedios,Bulldog,18,10,2,170.2,155.0,,"Jan 13, 1976",0.75,0.41,1.36,0.68,0.0,0.0,0.33,0.0,http://www.ufcstats.com/fighter-details/918db42c3637916f,Orthodox
Leiticia Pestova,,0,2,0,167.6,135.0,,"Jan 15, 1984",0.0,0.0,24.62,0.44,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/f3743d8ef5dde970,Orthodox
Lemont Davis,,2,6,0,172.7,170.0,,,0.87,0.54,1.27,0.55,1.0,0.5,0.0,1.0,http://www.ufcstats.com/fighter-details/a993ef2dd36cea5f,Orthodox
Len Bentley,,10,6,0,175.3,155.0,,"Nov 30, 1982",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/592d23aed850e652,
Leo Sylvest,Lethal,10,16,0,180.3,205.0,,"Sep 03, 1973",0.0,0.0,6.58,0.27,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/58a36b4ccf5dc30e,Orthodox
Leon Aliu,The Albanian Lion,10,2,0,182.9,185.0,188.0,"Jul 14, 1989",6.32,0.5,10.11,0.38,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/6db394bf6c3b017c,Orthodox
Leon Edwards,Rocky,22,6,0,188.0,170.0,188.0,"Aug 25, 1991",2.6,0.54,2.44,0.52,1.25,0.37,0.63,0.4,http://www.ufcstats.com/fighter-details/f1fac969a1d70b08,Southpaw
Leon Shahbazyan,,7,2,0,193.0,170.0,188.0,"Nov 18, 1995",6.33,0.52,8.18,0.32,1.46,0.5,0.0,0.0,http://www.ufcstats.com/fighter-details/9eed2bcc9e0b92af,Orthodox
Leonard Garcia,Bad Boy,18,13,1,177.8,145.0,172.7,"Jul 14, 1979",2.77,0.24,4.79,0.52,0.3,0.26,0.42,0.5,http://www.ufcstats.com/fighter-details/917e53fa0adea0d3,Orthodox
Leonardo Damiani,Puppy,10,3,1,177.8,170.0,175.3,"Aug 30, 1990",1.67,0.23,4.17,0.37,0.0,0.0,0.5,0.0,http://www.ufcstats.com/fighter-details/acd870570949d8a2,Orthodox
Leonardo Guimaraes,Leleco,11,5,0,182.9,185.0,,"Apr 15, 1982",2.35,0.56,2.99,0.44,0.0,0.0,0.52,1.0,http://www.ufcstats.com/fighter-details/cc98d857b148e33a,Orthodox
Leonardo Santos,,18,7,1,182.9,155.0,190.5,"Feb 05, 1980",2.82,0.46,3.4,0.54,0.88,0.25,0.86,0.2,http://www.ufcstats.com/fighter-details/9c65736747ca92ec,Orthodox
Leonardo Silva de Oliveira,Cabecao,12,4,0,188.0,185.0,,"Apr 23, 1992",1.07,0.4,0.54,0.5,24.11,0.5,0.0,0.0,http://www.ufcstats.com/fighter-details/28e088bbcaaa6366,Orthodox
Lerryan Douglas,Gunslinger,13,5,0,175.3,145.0,182.9,"Apr 27, 1995",11.67,0.87,5.0,0.66,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/640a0f838f057a81,Orthodox
Leslie Hernandez,Dora The Destroyer,4,2,0,160.0,115.0,162.6,"Dec 29, 1997",3.6,0.58,2.53,0.55,0.0,0.0,0.54,0.0,http://www.ufcstats.com/fighter-details/fc8610cc15674ae2,Orthodox
Leslie Smith,The Peacemaker,10,7,1,175.3,135.0,167.6,"Aug 17, 1982",7.56,0.4,8.41,0.51,0.0,0.0,0.62,0.0,http://www.ufcstats.com/fighter-details/76984112f697631f,Orthodox
Levi Alford,,1,7,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/41b34b7f11f6d085,
Levi Avera,,18,15,0,185.4,170.0,,"May 17, 1982",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/ba5c6eeb8ef45f5c,
Levi Rodrigues Jr.,Baby Monster,6,0,0,182.9,205.0,193.0,"Oct 15, 1996",4.5,0.78,2.1,0.22,0.0,0.0,1.0,0.0,http://www.ufcstats.com/fighter-details/9ac4e43ed56429ed,Orthodox
Lewis Gonzalez,Lethal,11,3,0,177.8,170.0,,"Sep 19, 1987",1.4,0.37,1.87,0.41,2.0,0.33,0.62,0.0,http://www.ufcstats.com/fighter-details/2ff2e6e5abea3e53,Orthodox
Liam Anderson,,6,3,0,190.5,185.0,190.5,"Jan 13, 1995",3.0,0.52,6.53,0.31,1.0,0.2,0.5,0.0,http://www.ufcstats.com/fighter-details/b03a0c78ca45facf,Orthodox
Liliya Shakirova,,8,2,0,162.6,125.0,165.1,"Oct 24, 1991",2.7,0.3,2.58,0.74,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/f300763147320d12,Orthodox
Linton Vassell,The Swarm,18,5,0,193.0,205.0,,"Jun 03, 1983",3.39,0.37,2.13,0.54,2.46,0.5,0.5,0.0,http://www.ufcstats.com/fighter-details/a148dfe3485be79d,
Lisa Ellis,,15,11,0,162.6,115.0,,"Nov 15, 1982",1.68,0.48,2.32,0.57,4.19,0.63,0.5,0.6,http://www.ufcstats.com/fighter-details/77350fd0e6d1dba8,
Lissette Neri,,6,4,0,157.5,145.0,,"Aug 05, 1987",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/f4db63258ecf0613,
Liudvik Sholinian,Palmeyros,9,4,1,177.8,135.0,180.3,"Jan 20, 1990",2.5,0.3,5.67,0.55,0.0,0.0,0.66,0.0,http://www.ufcstats.com/fighter-details/1a54231796e24a3f,Orthodox
Livinha Souza,The Brazilian Gangsta,14,4,0,160.0,115.0,160.0,"Mar 11, 1991",1.75,0.45,3.6,0.56,2.54,0.45,0.4,1.4,http://www.ufcstats.com/fighter-details/dab8cfbb6b1db10a,Orthodox
Liz Carmouche,Girlrilla,13,7,0,167.6,125.0,167.6,"Feb 19, 1984",2.78,0.54,2.51,0.61,2.57,0.51,0.65,0.3,http://www.ufcstats.com/fighter-details/51a0c09cbe9b8472,Orthodox
Lloyd Van Dams,,0,1,0,185.4,240.0,,"Mar 05, 1972",0.0,0.0,3.01,0.15,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/02177caefe7c07d4,Southpaw
Lodune Sincaid,,15,9,0,175.3,185.0,,"May 07, 1973",2.72,0.42,6.17,0.57,0.0,0.0,0.75,0.0,http://www.ufcstats.com/fighter-details/265589bdd93e7ce5,Orthodox
Logan Clark,,18,6,0,188.0,185.0,,"Feb 16, 1985",2.2,0.54,1.49,0.53,0.31,1.0,0.3,2.1,http://www.ufcstats.com/fighter-details/6776260cb0aef647,Orthodox
Logan Nail,,1,1,0,,185.0,,"Jun 20, 1989",1.93,0.51,2.27,0.39,0.0,0.0,0.37,0.0,http://www.ufcstats.com/fighter-details/47e0b5833e6bc91a,
Logan Urban,Hulk,5,1,0,182.9,170.0,182.9,"Apr 22, 1994",2.55,0.66,16.6,0.27,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/5e23f30e9c6ed74e,Orthodox
Logan Woods,One Hit,5,1,0,,185.0,,"May 30, 1994",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/133a9d2e6efd8a50,
Loik Radzhabov,The Tajik Tank,18,6,1,180.3,155.0,175.3,"Sep 17, 1990",2.89,0.44,3.76,0.46,4.65,0.57,0.42,0.0,http://www.ufcstats.com/fighter-details/8c169fbe1ac33637,Orthodox
Loopy Godinez,,14,5,0,157.5,115.0,154.9,"Sep 06, 1993",4.51,0.49,4.03,0.62,2.96,0.41,0.81,0.9,http://www.ufcstats.com/fighter-details/8e5d953bdb9ae5e7,Orthodox
Lorenzo Hood,Dream Killer,14,5,0,190.5,265.0,203.2,"Mar 02, 1989",2.64,0.61,4.66,0.11,0.0,0.0,1.0,0.0,http://www.ufcstats.com/fighter-details/7f9abc4db2d05764,Southpaw
Louie Sutherland,Vanilla Gorilla,10,4,0,190.5,264.0,193.0,"Feb 08, 1994",2.14,0.6,3.57,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/cdb7b38b1b357f26,Orthodox
Louis Cosce,,7,2,0,175.3,170.0,180.3,"Aug 27, 1995",4.31,0.45,5.35,0.47,1.04,0.2,0.5,0.5,http://www.ufcstats.com/fighter-details/afe8d5b39ff7fca2,Orthodox
Louis Gaudinot,Goodnight,8,4,0,160.0,125.0,160.0,"Aug 28, 1984",2.34,0.37,6.42,0.48,0.57,0.4,0.31,1.1,http://www.ufcstats.com/fighter-details/b72a60a0cadff408,Orthodox
Louis Jourdain,The Mad Prince,9,3,0,175.3,135.0,175.3,"Mar 13, 1997",7.32,0.49,2.44,0.54,0.0,0.0,0.66,1.4,http://www.ufcstats.com/fighter-details/91cd52cb92dfdd52,Orthodox
Louis Lee Scott,Lightning,10,0,0,172.7,135.0,177.8,"Feb 26, 2000",5.35,0.58,0.81,0.71,2.43,0.66,1.0,0.0,http://www.ufcstats.com/fighter-details/4327506eb9ee342f,Orthodox
Louis Smolka,Da Last Samurai,17,9,0,175.3,135.0,172.7,"Jul 16, 1991",4.67,0.47,4.11,0.53,1.69,0.35,0.32,1.8,http://www.ufcstats.com/fighter-details/d2bc285ead803db0,Orthodox
Louis Taylor,Handgunz,13,4,0,180.3,185.0,,"May 12, 1979",2.06,0.32,1.24,0.68,2.48,0.28,1.0,0.0,http://www.ufcstats.com/fighter-details/49bddfee9ed54cf3,Orthodox
Lowell Anderson,,0,1,0,167.6,160.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/1ffc38f67785797b,Orthodox
Luan Chagas,Tarzan,15,3,1,182.9,170.0,190.5,"Jun 17, 1993",4.16,0.47,3.19,0.62,0.32,0.12,0.85,0.3,http://www.ufcstats.com/fighter-details/9ccf8371fd80d45d,Orthodox
Luana Carolina,Dread,11,5,0,167.6,135.0,175.3,"Jun 11, 1993",4.65,0.51,3.46,0.51,0.3,0.37,0.68,0.6,http://www.ufcstats.com/fighter-details/528b071cf3da7c56,Orthodox
Luana Pinheiro,,11,5,0,157.5,115.0,157.5,"Nov 18, 1992",3.29,0.39,4.06,0.6,2.33,0.37,0.71,0.2,http://www.ufcstats.com/fighter-details/a3a542074109b347,Orthodox
Luana Santos,,10,2,0,167.6,135.0,170.2,"Apr 16, 2000",2.99,0.52,2.93,0.63,2.17,0.47,0.85,1.2,http://www.ufcstats.com/fighter-details/5078e1dacf9d25f4,Orthodox
Luc Bondole,,5,2,2,188.0,205.0,,,3.35,0.51,2.04,0.62,0.0,0.0,0.0,1.8,http://www.ufcstats.com/fighter-details/8691881b31c16b88,
Lucas Alexander,The Lion,8,5,0,180.3,145.0,185.4,"Jul 28, 1995",4.69,0.57,2.87,0.56,0.0,0.0,0.6,0.0,http://www.ufcstats.com/fighter-details/11583163f45c7b31,Orthodox
Lucas Almeida,,15,5,0,180.3,145.0,180.3,"Jan 31, 1991",4.94,0.39,5.36,0.44,0.0,0.0,0.53,0.0,http://www.ufcstats.com/fighter-details/710f0f8c5d5c9d41,Orthodox
Lucas Caldas,,6,2,0,172.7,155.0,177.8,"May 22, 1996",4.8,0.41,15.67,0.39,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/8661578c8bb80f51,Orthodox
Lucas Camacho,,6,1,0,193.0,265.0,203.2,"Dec 15, 1992",4.08,0.38,8.16,0.06,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/71d25689f70e4036,Orthodox
Lucas Fernando,,9,2,0,190.5,185.0,203.2,"Jan 10, 1997",1.87,0.51,4.73,0.38,3.0,0.3,0.0,1.0,http://www.ufcstats.com/fighter-details/3df223aeaacecf3f,
Lucas Gamaza,,8,4,0,,170.0,,,7.57,0.31,6.99,0.45,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/289a3b69b85da7cd,
Lucas Rocha,Fenomeno,18,2,0,160.0,125.0,162.6,"Aug 12, 2000",5.09,0.49,3.67,0.56,1.64,0.75,0.76,0.0,http://www.ufcstats.com/fighter-details/e0d3d9b564f95635,Orthodox
Lucas Stark,,1,5,0,,155.0,,,1.6,0.25,3.2,0.66,12.0,1.0,0.0,0.0,http://www.ufcstats.com/fighter-details/93e4754d0984c82f,
Lucasz Sudolski,,8,1,0,193.0,205.0,190.5,"Jun 15, 1993",5.7,0.67,4.89,0.28,0.0,0.0,1.0,0.0,http://www.ufcstats.com/fighter-details/b160e4f251283d70,Orthodox
Luciano Azevedo,,17,9,1,190.5,161.0,,"Jun 25, 1981",0.76,0.45,1.97,0.27,2.28,0.11,0.0,0.0,http://www.ufcstats.com/fighter-details/9bcfb40dbcd50568,Orthodox
Luciano Pereira,El Torito,13,1,0,,125.0,,"Jan 09, 2001",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/d7ee49bf3c779fa6,Orthodox
Lucie Pudilova,,14,10,0,172.7,125.0,170.2,"Jun 13, 1994",3.6,0.37,4.07,0.5,0.7,0.31,0.67,0.6,http://www.ufcstats.com/fighter-details/3cf66c62d9069f43,Orthodox
Lucrezia Ria,,8,2,0,167.6,125.0,,"Jun 24, 1992",4.07,0.46,4.4,0.45,1.0,0.33,0.0,0.0,http://www.ufcstats.com/fighter-details/042cc07ad5a53a33,Orthodox
Luigi Fioravanti,,26,15,0,172.7,170.0,177.8,"Jan 22, 1981",2.23,0.42,2.21,0.69,3.76,0.63,0.67,0.9,http://www.ufcstats.com/fighter-details/9583662df31d943f,Orthodox
Luigi Vendramini,The Italian Stallion,9,3,0,172.7,155.0,185.4,"Jan 16, 1996",2.82,0.4,3.82,0.57,1.11,0.15,1.0,0.6,http://www.ufcstats.com/fighter-details/2f1a257d6777096d,Orthodox
Luis Felipe Dias,,17,5,0,177.8,185.0,188.0,"Jan 17, 1995",1.77,0.38,2.7,0.52,6.24,0.57,0.66,1.6,http://www.ufcstats.com/fighter-details/33a86e839ad202d8,
Luis Gomez,Tiger Junior,4,1,0,170.2,145.0,172.7,"Jan 28, 1995",1.57,0.33,4.03,0.55,4.48,0.5,0.33,0.0,http://www.ufcstats.com/fighter-details/513e84bfe65ff509,Orthodox
Luis Gurule,Grim,10,2,0,165.1,125.0,162.6,"Nov 16, 1993",4.93,0.42,4.53,0.61,0.41,0.09,0.56,0.0,http://www.ufcstats.com/fighter-details/29162be25ebef5f0,Orthodox
Luis Henrique,KLB,10,5,0,188.0,243.0,188.0,"Aug 21, 1993",1.81,0.43,2.22,0.47,3.09,0.36,0.5,1.0,http://www.ufcstats.com/fighter-details/e5bda12faabfc850,Orthodox
Luis Pajuelo,Corazon de Leon,8,2,0,177.8,145.0,175.3,"Dec 18, 1994",6.03,0.57,8.2,0.52,0.0,0.0,0.66,0.0,http://www.ufcstats.com/fighter-details/e530df53922f413e,Orthodox
Luis Pena,Violent Bob Ross,9,3,0,190.5,155.0,190.5,"Jul 05, 1993",3.66,0.46,3.12,0.51,1.17,0.33,0.48,1.2,http://www.ufcstats.com/fighter-details/2844b047183a1adb,Southpaw
Luis Ramos,Beicao,20,10,2,172.7,170.0,,"Jan 18, 1981",2.4,0.35,5.6,0.42,1.5,0.2,1.0,0.0,http://www.ufcstats.com/fighter-details/7bc475b0fc2020ab,Orthodox
Luis Saldana,,16,7,1,180.3,145.0,185.4,"Jan 27, 1991",5.16,0.5,3.65,0.6,0.64,0.17,0.44,0.2,http://www.ufcstats.com/fighter-details/12e0fdc606f7e274,Orthodox
Luis Santos,,63,10,1,185.4,170.0,,"Jan 02, 1980",4.4,0.57,4.0,0.64,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/7701377be464d2ef,Southpaw
Luiz Azeredo,,15,10,0,175.3,154.0,,"Jun 10, 1976",2.16,0.39,2.76,0.57,1.07,0.5,0.45,0.3,http://www.ufcstats.com/fighter-details/063649e21bc9d6d5,Orthodox
Luiz Cane,Banha,17,7,0,188.0,185.0,195.6,"Apr 24, 1981",4.79,0.41,5.0,0.6,0.56,0.28,1.0,0.3,http://www.ufcstats.com/fighter-details/24b033b3daf1c9df,Southpaw
Luiz Dutra,Besouro,13,6,1,180.3,170.0,,"May 06, 1982",3.92,0.5,4.8,0.41,0.0,0.0,1.0,0.0,http://www.ufcstats.com/fighter-details/2153a7f8396a46cc,Orthodox
Luiz Firmino,Buscape,19,8,0,167.6,154.0,,"Mar 18, 1982",1.23,0.5,1.22,0.51,3.86,0.45,0.2,0.9,http://www.ufcstats.com/fighter-details/16d09e800ad7ec79,Orthodox
Lukasz Brzeski,The Bull,9,7,1,190.5,236.0,198.1,"May 17, 1992",4.9,0.5,3.65,0.54,0.41,0.33,0.35,0.4,http://www.ufcstats.com/fighter-details/0c25d0a5e8cdbf19,Orthodox
Lukasz Sajewski,Wookie,13,3,0,172.7,155.0,180.3,"Nov 27, 1990",2.06,0.35,3.88,0.57,1.01,0.25,0.66,0.0,http://www.ufcstats.com/fighter-details/fb41432b622992a9,Orthodox
Luke Barnatt,The Bigslow,13,4,0,198.1,185.0,195.6,"Apr 13, 1988",4.43,0.36,3.87,0.59,0.63,0.42,0.63,0.4,http://www.ufcstats.com/fighter-details/172c2135e70f87b7,Orthodox
Luke Caudillo,Lil' Hulk,17,17,0,170.2,155.0,,"Nov 30, 1980",1.97,0.28,5.07,0.55,0.44,0.2,0.85,0.0,http://www.ufcstats.com/fighter-details/68d76fd9ecf7431d,Orthodox
Luke Cummo,,6,6,0,182.9,170.0,188.0,"Apr 27, 1980",1.74,0.43,1.5,0.59,0.89,0.55,0.42,1.4,http://www.ufcstats.com/fighter-details/93ce4ac89e3d7652,Orthodox
Luke Fernandez,,6,0,0,185.4,205.0,193.0,"Jun 29, 1995",32.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/d62e280d0f7b6d6f,Orthodox
Luke Flores,,9,2,0,182.9,155.0,185.4,"Mar 17, 1988",1.56,0.44,1.88,0.6,0.0,0.0,0.4,1.2,http://www.ufcstats.com/fighter-details/b5f44dcb863f595b,Southpaw
Luke Hartwig,,0,1,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/34f3869747bf8fa9,
Luke Riley,,12,0,0,175.3,145.0,175.3,"Jun 30, 1999",2.55,0.6,1.27,0.46,0.0,0.0,0.42,0.0,http://www.ufcstats.com/fighter-details/b1de86d835638319,Orthodox
Luke Rockhold,,16,6,0,190.5,185.0,195.6,"Oct 17, 1984",4.1,0.49,2.68,0.53,0.7,0.29,0.65,1.0,http://www.ufcstats.com/fighter-details/00e11b5c8b7bfeeb,Southpaw
Luke Sanders,Cool Hand,13,5,0,167.6,135.0,170.2,"Dec 12, 1985",6.61,0.52,4.37,0.5,0.71,0.3,0.72,0.2,http://www.ufcstats.com/fighter-details/96428b9e9bd048ea,Southpaw
Luke Stewart,,6,3,0,180.3,170.0,,,3.75,0.56,2.34,0.53,3.75,0.33,0.5,1.9,http://www.ufcstats.com/fighter-details/27b1a406ac171b19,Orthodox
