Name,Nickname,Wins,Losses,Draws,Height_cm,Weight_lbs,Reach_cm,DOB,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg,URL,Stance
Jonny Carson,,11,7,0,177.8,155.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/0d49ddc07bd8c747,
Kevin Christian,,9,3,0,200.7,205.0,203.2,"Jan 21, 1995",1.64,0.56,2.65,0.44,0.0,0.0,0.5,2.3,http://www.ufcstats.com/fighter-details/7e9b36a9847db116,Orthodox
Jeff Crotty,,1,1,0,,155.0,,,0.93,0.35,3.33,0.54,5.0,0.38,0.0,1.0,http://www.ufcstats.com/fighter-details/98601a40e9d96047,
Nick Catone,The Jersey Devil,10,4,0,182.9,185.0,182.9,"Sep 01, 1981",2.11,0.44,2.32,0.63,3.71,0.44,0.83,0.5,http://www.ufcstats.com/fighter-details/f8fe2053d73d7bcf,Southpaw
Lucas Caldas,,6,2,0,172.7,155.0,177.8,"May 22, 1996",4.8,0.41,15.67,0.39,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/8661578c8bb80f51,Orthodox
Nikolajus Cilkinas,,2,6,0,,,,,0.0,0.0,5.88,0.16,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/3f3550bf126a5721,Orthodox
Dominic Clark,,10,7,0,177.8,155.0,,"Aug 01, 1985",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/8a64b3f87ad29d1e,
Devin Cole,,20,10,1,193.0,240.0,,"Oct 01, 1976",3.5,0.55,2.14,0.48,2.18,0.42,0.66,0.0,http://www.ufcstats.com/fighter-details/1174782eacde9b0c,Orthodox
Antonio Carvalho,Pato,15,6,0,175.3,145.0,177.8,"May 30, 1979",3.03,0.29,3.62,0.64,0.0,0.0,1.0,0.0,http://www.ufcstats.com/fighter-details/fef3d17e27e916e7,Orthodox
Clay Collard,Cassius,14,7,0,180.3,145.0,185.4,"Mar 10, 1993",4.22,0.32,5.0,0.5,2.81,0.39,0.71,0.5,http://www.ufcstats.com/fighter-details/cc900c6a71ed23f3,Orthodox
Melquizael Costa,The Dalmatian,25,7,0,177.8,145.0,180.3,"Sep 14, 1996",4.42,0.49,3.06,0.54,1.93,0.38,0.58,1.2,http://www.ufcstats.com/fighter-details/20bccc9bb4ceb23e,Southpaw
Gleidson Cutis,Poney,7,4,0,175.3,155.0,,"Feb 07, 1989",2.99,0.52,8.28,0.59,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/44a94bbde42246e4,Orthodox
Gesias Cavalcante,JZ,21,10,1,172.7,155.0,180.3,"Jul 06, 1983",1.98,0.35,3.11,0.51,1.25,0.36,0.66,1.1,http://www.ufcstats.com/fighter-details/2a74bbba57058f12,Orthodox
Emilio Chavez,,12,9,0,175.3,145.0,,,2.73,0.48,1.53,0.54,3.0,0.5,0.0,0.0,http://www.ufcstats.com/fighter-details/84e8920e59ff14a7,
Sako Chivitchian,,8,1,0,180.3,155.0,,"Mar 11, 1984",2.4,0.27,4.8,0.46,0.0,0.0,1.0,0.0,http://www.ufcstats.com/fighter-details/9f7787e56a6bc0f4,Orthodox
Paul Creighton,,3,1,0,167.6,155.0,,"Jun 04, 1970",0.72,0.75,4.65,0.3,5.37,0.37,0.0,0.0,http://www.ufcstats.com/fighter-details/ed73c85164a5f5a4,Southpaw
Jake Collier,The Prototype,13,10,0,190.5,230.0,198.1,"Oct 25, 1988",5.8,0.44,5.08,0.5,0.71,0.33,0.67,0.6,http://www.ufcstats.com/fighter-details/92fa1401b7927da3,Orthodox
Charlie Campbell,The Cannibal,9,3,0,182.9,155.0,182.9,"Jul 03, 1995",5.23,0.51,4.17,0.55,2.45,0.36,0.62,0.0,http://www.ufcstats.com/fighter-details/b39f7a6c2be17ee8,Orthodox
Marcio Cruz,Pe de Pano,8,3,0,193.0,232.0,,"Apr 24, 1978",2.92,0.46,1.51,0.68,0.53,0.07,0.37,1.6,http://www.ufcstats.com/fighter-details/6aa1cbc1466e9a0b,Orthodox
Anvarbek Daniyalbekov,,8,0,0,,185.0,,"May 27, 1995",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/859e0dafd04fe1ca,
Gloria de Paula,Glorinha,6,5,0,165.1,115.0,170.2,"Jun 10, 1995",4.89,0.53,3.77,0.66,0.74,0.37,0.65,0.5,http://www.ufcstats.com/fighter-details/5dd180c8b3196786,Orthodox
Edilberto de Oliveira,Crocota,29,15,2,182.9,170.0,,"Nov 22, 1982",4.12,0.32,6.79,0.61,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/afdb76fbd86f6d11,Orthodox
Radley Da Silva,Snake Eyes,8,1,0,175.3,145.0,180.3,"Jun 20, 1995",0.27,0.22,0.93,0.48,6.0,1.0,1.0,0.0,http://www.ufcstats.com/fighter-details/0d68c7bfdff1dc34,Orthodox
Crezio de Souza,,1,2,0,,170.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/3746e21bb508391a,Orthodox
Jose Delgado,,10,2,0,180.3,145.0,188.0,"Apr 21, 1998",8.22,0.54,5.44,0.47,1.81,0.42,0.6,0.0,http://www.ufcstats.com/fighter-details/7d6ceff6747f2de2,Switch
Rafael Dos Anjos,,32,17,0,172.7,170.0,177.8,"Oct 26, 1984",3.48,0.47,3.23,0.6,1.95,0.35,0.54,0.6,http://www.ufcstats.com/fighter-details/6a2f7c151031653d,Southpaw
Bill Duvall,,1,2,0,188.0,185.0,,,0.0,0.0,2.4,0.4,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/7df4d3c38792b083,Southpaw
Anthony Drilich,,8,2,0,165.1,125.0,165.1,"Mar 17, 1994",5.8,0.31,5.07,0.4,0.0,0.0,0.55,0.0,http://www.ufcstats.com/fighter-details/c2c4052f58f54988,Southpaw
Alexis Dufresne,Sneaky Zebra,6,3,0,175.3,135.0,,"Aug 31, 1990",1.33,0.27,3.33,0.6,1.5,0.5,0.5,0.0,http://www.ufcstats.com/fighter-details/4ae4049426e0161d,Orthodox
Junior Dos Santos,Cigano,21,9,0,193.0,238.0,195.6,"Jan 30, 1984",4.49,0.47,3.33,0.56,0.3,0.5,0.81,0.1,http://www.ufcstats.com/fighter-details/63def5a5662a6917,Orthodox
Robert Densley,The Wrecker,9,10,0,175.3,155.0,,,1.81,0.47,0.4,0.6,0.0,0.0,0.5,0.0,http://www.ufcstats.com/fighter-details/b72f3cafa6376e35,
Ozzy Diaz,,10,3,0,193.0,185.0,200.7,"Nov 22, 1990",6.44,0.5,7.23,0.59,0.0,0.0,0.5,0.0,http://www.ufcstats.com/fighter-details/6967153c7edb4d87,Orthodox
Mike de la Torre,El Cucuy,14,7,0,180.3,145.0,180.3,"Sep 22, 1986",3.21,0.39,4.75,0.51,0.36,0.16,0.83,0.0,http://www.ufcstats.com/fighter-details/1971869b7e054261,Orthodox
Mark De La Rosa,Bumblebee,11,5,0,167.6,135.0,165.1,"Aug 31, 1994",3.13,0.35,5.0,0.48,0.54,0.13,0.4,0.2,http://www.ufcstats.com/fighter-details/f57dd0bfa8c17813,Orthodox
Rico DiSciullo,,9,2,0,172.7,135.0,,"Oct 12, 1986",1.71,0.33,4.41,0.56,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/ec7f7263bf36579b,Orthodox
Eduardo Dantas,Dudu,20,4,0,177.8,135.0,,"Feb 03, 1989",3.33,0.6,3.0,0.6,4.0,0.23,1.0,0.0,http://www.ufcstats.com/fighter-details/676a2e5ec4d7338c,
Jorge de Oliveira,Blade,9,2,0,172.7,155.0,,"Jan 22, 1980",1.26,0.31,4.84,0.48,0.0,0.0,0.22,0.0,http://www.ufcstats.com/fighter-details/ddf3e0ea10ea6d8c,Orthodox
Lemont Davis,,2,6,0,172.7,170.0,,,0.87,0.54,1.27,0.55,1.0,0.5,0.0,1.0,http://www.ufcstats.com/fighter-details/a993ef2dd36cea5f,Orthodox
Magno Dias,The Violence,6,2,0,165.1,135.0,170.2,"Nov 30, 1995",2.44,0.45,7.32,0.5,1.41,0.33,0.0,1.4,http://www.ufcstats.com/fighter-details/270e84d8174721d2,
Rafael Dias,,17,12,2,175.3,145.0,,"Oct 20, 1979",1.13,0.27,2.19,0.6,3.17,0.47,1.0,1.2,http://www.ufcstats.com/fighter-details/b5abaa65f87938eb,Orthodox
LC Davis,,23,8,0,172.7,135.0,175.3,"Oct 28, 1980",2.04,0.3,2.1,0.59,2.27,0.46,0.66,0.2,http://www.ufcstats.com/fighter-details/6dab8ce5e4bffe77,Southpaw
Cedric Doumbe,,2,0,0,177.8,170.0,,"Aug 13, 1992",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/5159e6ee100c717e,
Ralph Dillon,Rage,0,2,1,188.0,205.0,,,0.34,0.14,0.69,0.6,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/b4f7a2d8ecc5e0c3,Orthodox
Yorgan De Castro,The Mad Titan,6,3,0,182.9,250.0,188.0,"Dec 19, 1986",2.46,0.43,3.85,0.53,0.0,0.0,0.77,0.0,http://www.ufcstats.com/fighter-details/1eff7bc0f815b270,Orthodox
Tiago dos Santos e Silva,Trator,20,7,2,175.3,145.0,177.8,"Apr 12, 1987",3.69,0.35,4.23,0.59,0.63,0.11,0.33,0.3,http://www.ufcstats.com/fighter-details/8ce87f7e3a9baed2,Orthodox
Kyle Driscoll,KD,12,3,0,180.3,145.0,188.0,"Sep 23, 1994",2.73,0.32,2.6,0.58,2.0,0.18,0.0,0.0,http://www.ufcstats.com/fighter-details/e5e148d4363deff8,Orthodox
Israel Delgado,,0,2,0,177.8,155.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/01f4bcd26ac08ad5,
Luis Felipe Dias,,17,5,0,177.8,185.0,188.0,"Jan 17, 1995",1.77,0.38,2.7,0.52,6.24,0.57,0.66,1.6,http://www.ufcstats.com/fighter-details/33a86e839ad202d8,
Shane del Rosario,,11,2,0,193.0,250.0,,"Sep 23, 1983",3.93,0.6,2.97,0.54,1.2,0.4,0.16,2.4,http://www.ufcstats.com/fighter-details/85980f5da429c0a6,Southpaw
Eldo Xavier Dias,,0,1,0,180.3,180.0,,"Jul 16, 1964",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/ee5df903f80c6816,
Felipe dos Santos,Lipe Detona,8,3,0,170.2,125.0,177.8,"Sep 11, 2000",3.75,0.39,3.8,0.41,0.0,0.0,0.2,0.5,http://www.ufcstats.com/fighter-details/5cdf5339728f580d,Orthodox
Cory Devela,The One,16,7,0,152.4,185.0,,"Aug 05, 1984",4.07,0.41,4.0,0.47,1.07,0.12,0.62,0.0,http://www.ufcstats.com/fighter-details/48544433372ecfa6,Orthodox
Dennis Dombrow,,7,5,0,,145.0,,"Mar 17, 1986",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/4145caa2c999fbac,
Phil Davis,Mr. Wonderful,17,4,0,188.0,205.0,200.7,"Sep 25, 1984",2.85,0.34,1.33,0.72,2.99,0.38,0.72,0.6,http://www.ufcstats.com/fighter-details/902ab9197b83d0db,Orthodox
Mike Davis,Beast Boy,12,3,0,182.9,155.0,182.9,"Oct 07, 1992",4.73,0.53,5.23,0.54,2.4,0.44,0.6,0.8,http://www.ufcstats.com/fighter-details/fb3e61720be4690c,Orthodox
Rick Davis,The Flying Squirrel,3,1,1,175.3,155.0,,,3.09,0.5,6.19,0.64,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/2549d63da9c456cb,Orthodox
Jason DeLucia,,33,21,1,180.3,190.0,,"Jul 24, 1969",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/6ceff86fae4f6b3b,Southpaw
Alex Dunworth,,2,2,0,172.7,155.0,,,1.94,0.31,8.71,0.35,0.0,0.0,0.5,0.0,http://www.ufcstats.com/fighter-details/31732a614e7a3d1d,
Beneil Dariush,,23,7,1,177.8,155.0,182.9,"May 06, 1989",3.78,0.49,2.62,0.57,2.11,0.38,0.82,0.8,http://www.ufcstats.com/fighter-details/08af939f41b5a57b,Southpaw
Geraldo de Freitas,Spartan,12,6,0,170.2,135.0,182.9,"Sep 30, 1991",3.67,0.52,2.62,0.5,3.0,0.45,0.59,0.0,http://www.ufcstats.com/fighter-details/9cfbfae5fa1fdd93,Orthodox
Carina Damm,Beauty But the Beast,2,13,0,162.6,135.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/033343da4c0cff8a,
Jimmy Drago,,7,3,0,177.8,170.0,180.3,"Feb 18, 1995",3.8,0.29,5.6,0.65,1.0,0.5,0.0,0.0,http://www.ufcstats.com/fighter-details/cb4bf812d9cb78b4,Orthodox
Milana Dudieva,,11,6,0,160.0,135.0,,"Aug 04, 1989",0.87,0.31,3.43,0.58,2.34,0.45,0.0,0.0,http://www.ufcstats.com/fighter-details/072a10e85f7d4bff,Orthodox
Luiz Dutra,Besouro,13,6,1,180.3,170.0,,"May 06, 1982",3.92,0.5,4.8,0.41,0.0,0.0,1.0,0.0,http://www.ufcstats.com/fighter-details/2153a7f8396a46cc,Orthodox
Leonardo Damiani,Puppy,10,3,1,177.8,170.0,175.3,"Aug 30, 1990",1.67,0.23,4.17,0.37,0.0,0.0,0.5,0.0,http://www.ufcstats.com/fighter-details/acd870570949d8a2,Orthodox
Tony DeSouza,,11,4,0,182.9,170.0,177.8,"Jul 26, 1974",1.12,0.52,1.57,0.41,2.25,0.42,0.4,1.5,http://www.ufcstats.com/fighter-details/6ad9058b7c7898b0,Southpaw
Kyle Daukaus,,17,4,0,188.0,185.0,193.0,"Feb 27, 1993",3.32,0.53,2.9,0.42,2.08,0.25,0.82,2.1,http://www.ufcstats.com/fighter-details/d6c0cdd7e467c440,Southpaw
Hacran Dias,Barnabe,23,6,1,172.7,155.0,175.3,"Jun 16, 1984",2.08,0.41,3.31,0.55,2.5,0.39,0.76,0.5,http://www.ufcstats.com/fighter-details/ed209f6618c82e41,Orthodox
David Dodd,,4,7,0,188.0,200.0,,"Sep 22, 1973",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/c2a7623f398d9bd7,Orthodox
Thomas Denny,The Wildman,27,21,1,177.8,170.0,,"Apr 19, 1971",2.36,0.45,4.69,0.4,1.48,0.17,0.42,1.5,http://www.ufcstats.com/fighter-details/a11a6ee8eeb03c18,Orthodox
Dong Huaxiang,,12,3,0,160.0,115.0,154.9,"Aug 21, 1998",3.5,0.59,3.13,0.65,4.0,0.44,1.0,0.0,http://www.ufcstats.com/fighter-details/bad82b681819b272,Switch
Tom Duquesnoy,Fire Kid,16,2,0,170.2,135.0,172.7,"Jun 21, 1993",3.83,0.45,5.3,0.62,0.42,0.25,0.46,0.0,http://www.ufcstats.com/fighter-details/e979c76341f19b22,Orthodox
Jack Della Maddalena,,18,3,0,180.3,170.0,185.4,"Sep 10, 1996",5.57,0.51,3.84,0.63,0.13,0.1,0.64,0.1,http://www.ufcstats.com/fighter-details/6b453bc35a823c3f,Switch
Richard Dalton,,4,3,1,185.4,205.0,,"Jul 19, 1977",1.2,0.69,3.27,0.25,1.0,0.11,0.0,0.0,http://www.ufcstats.com/fighter-details/6cd3dfc54f01287f,Orthodox
Islam Dulatov,The Ripper,12,1,0,190.5,170.0,190.5,"Aug 02, 1998",8.78,0.54,4.24,0.5,2.2,1.0,1.0,0.0,http://www.ufcstats.com/fighter-details/e803242fb2e41112,Orthodox
John Devine,,6,4,0,,,,"Jan 17, 1978",1.52,0.18,2.28,0.57,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/2bcc39af95d6f2e8,
Cyrille Diabate,The Snake,19,10,1,198.1,205.0,205.7,"Oct 06, 1973",4.06,0.71,1.78,0.6,1.17,0.83,0.53,0.2,http://www.ufcstats.com/fighter-details/43563a32c3f10e95,Southpaw
Hakeem Dawodu,Mean,13,4,1,172.7,145.0,185.4,"Jul 02, 1991",5.45,0.5,3.37,0.56,0.0,0.0,0.65,0.0,http://www.ufcstats.com/fighter-details/2c9d00968f818270,Orthodox
Brian Davidson,,13,4,0,167.6,145.0,,"Nov 22, 1975",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/42775dc893603154,
Alexis Davis,,21,11,0,167.6,135.0,172.7,"Oct 04, 1984",4.63,0.49,4.45,0.54,0.95,0.44,0.34,0.7,http://www.ufcstats.com/fighter-details/4c2d90e335e6df19,Orthodox
Johil de Oliveira,,17,15,1,167.6,170.0,,"Aug 07, 1969",0.51,0.34,0.73,0.58,1.1,0.5,0.44,0.6,http://www.ufcstats.com/fighter-details/f9aa6376ae16bfb4,Orthodox
Jarjis Danho,Man Mountain,7,1,1,190.5,265.0,188.0,"Oct 15, 1983",3.38,0.5,5.25,0.49,0.51,0.16,1.0,0.0,http://www.ufcstats.com/fighter-details/8614b7134913f5d5,Orthodox
Nick Denis,The Ninja of Love,11,3,0,170.2,135.0,,"Oct 11, 1983",6.54,0.53,5.42,0.36,2.8,1.0,0.8,0.0,http://www.ufcstats.com/fighter-details/e4aaaa34535e32b6,Orthodox
Victor Dias,Crazy Horse,11,3,0,167.6,125.0,175.3,"Dec 26, 1990",2.87,0.44,5.8,0.55,5.0,0.41,0.0,0.0,http://www.ufcstats.com/fighter-details/f7202b3130421d27,Orthodox
Juan Diaz,Pegajoso,15,1,1,172.7,135.0,175.3,"Jun 03, 1998",5.82,0.39,5.02,0.6,3.01,0.33,0.0,0.0,http://www.ufcstats.com/fighter-details/74939a16c7b56f33,Orthodox
Martin Day,The Spartan,8,6,0,177.8,145.0,185.4,"Nov 10, 1988",3.97,0.45,3.79,0.53,0.72,0.6,0.65,0.5,http://www.ufcstats.com/fighter-details/ea3dcc417c322064,Orthodox
Drew Dober,,28,15,0,172.7,155.0,177.8,"Oct 19, 1988",4.52,0.41,4.34,0.52,0.63,0.16,0.58,0.1,http://www.ufcstats.com/fighter-details/519e4fe37ce9ff75,Southpaw
Isabela de Padua,Belinha,5,2,0,160.0,125.0,162.6,"Sep 04, 1991",1.0,0.35,2.07,0.5,2.0,0.66,0.0,1.0,http://www.ufcstats.com/fighter-details/e0f959f65d0406b4,Orthodox
Cody Donovan,Donnybrook,8,5,0,190.5,205.0,188.0,"Feb 20, 1981",5.61,0.59,5.44,0.45,1.67,0.28,0.0,1.7,http://www.ufcstats.com/fighter-details/7bc96507e4b38d3b,Orthodox
Norma Dumont,The Immortal,13,2,0,170.2,135.0,170.2,"Oct 01, 1990",3.89,0.5,2.12,0.65,1.56,0.56,0.68,0.0,http://www.ufcstats.com/fighter-details/d3f5d33d61cd00c9,Orthodox
Roman Dolidze,,15,4,0,188.0,185.0,193.0,"Jul 15, 1988",3.41,0.41,3.72,0.48,0.99,0.39,0.26,0.8,http://www.ufcstats.com/fighter-details/327d5f279895110d,Orthodox
Aisling Daly,Ais the Bash,16,6,0,157.5,115.0,162.6,"Dec 24, 1987",2.92,0.52,1.4,0.55,2.15,0.41,0.33,0.9,http://www.ufcstats.com/fighter-details/e50cd77732d39967,Orthodox
Joe Duarte,,10,4,0,,155.0,,"Jan 25, 1977",2.27,0.38,4.0,0.53,3.0,0.5,0.69,1.0,http://www.ufcstats.com/fighter-details/454c3e9d4cd4a1b3,
CB Dollaway,The Doberman,17,9,0,188.0,185.0,193.0,"Aug 10, 1983",2.65,0.47,2.58,0.54,3.55,0.54,0.62,1.2,http://www.ufcstats.com/fighter-details/5d7bdab5e03e3216,Orthodox
Mackenzie Dern,,16,5,0,162.6,115.0,160.0,"Mar 24, 1993",3.47,0.41,3.93,0.51,0.93,0.18,0.37,1.1,http://www.ufcstats.com/fighter-details/7447e9f28508106a,Orthodox
Philip De Fries,,12,6,0,195.6,250.0,200.7,"Apr 21, 1986",2.3,0.47,3.0,0.37,3.29,0.42,1.0,0.6,http://www.ufcstats.com/fighter-details/6ef65b6a152e49d5,Orthodox
Shanelle Dyer,The Nightmare,6,1,0,167.6,115.0,165.1,"Apr 23, 2001",7.67,0.41,7.8,0.44,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/cfbb3edab781dfd2,Orthodox
Yadier del Valle,The Cuban Problem,10,0,0,175.3,145.0,175.3,"Jul 29, 1996",6.25,0.67,2.87,0.52,2.08,0.42,0.75,3.5,http://www.ufcstats.com/fighter-details/70380ccdc81915b8,Southpaw
Viktoriia Dudakova,,8,2,0,165.1,115.0,170.2,"Jan 26, 1999",2.87,0.47,3.4,0.5,2.73,0.35,0.33,0.0,http://www.ufcstats.com/fighter-details/6c9b66b43663f2f7,Orthodox
Todd Duffee,,9,3,0,190.5,260.0,198.1,"Dec 06, 1985",5.93,0.37,2.87,0.56,0.72,0.25,0.9,0.0,http://www.ufcstats.com/fighter-details/bda04c573563cc2e,Orthodox
Jordan Dowdy,,4,3,0,,170.0,,,2.11,0.44,2.63,0.5,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/0d9312337fdce39a,
Tom DeBlass,,9,2,0,182.9,185.0,,"May 14, 1982",1.5,0.35,4.43,0.37,1.0,0.5,0.28,0.5,http://www.ufcstats.com/fighter-details/0bcfe2513cb3bc39,Orthodox
Alexandre Dantas,Cafe,0,3,0,188.0,238.0,,"Mar 01, 1979",0.21,0.25,1.87,0.6,0.0,0.0,0.0,3.1,http://www.ufcstats.com/fighter-details/8dc46e9a7895ce1a,Orthodox
Roland Delorme,,9,5,0,175.3,135.0,180.3,"Dec 18, 1983",2.28,0.44,4.32,0.4,2.51,0.34,0.42,1.6,http://www.ufcstats.com/fighter-details/173acb3f920082b8,Orthodox
Mark Dickman,Tricky,11,3,0,175.3,145.0,,"Jul 19, 1984",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/2482ef3331a82e75,
Anderson Dos Santos,Berinja,21,9,0,165.1,135.0,177.8,"Jul 24, 1985",2.7,0.25,5.37,0.49,0.98,0.14,0.66,0.7,http://www.ufcstats.com/fighter-details/bbc9ab95fa766493,Orthodox
David Douglas,Tarzan,9,7,0,180.3,155.0,,"Aug 16, 1981",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/7cf0944b88966118,
Vanessa Demopoulos,Lil Monster,11,8,0,157.5,125.0,149.9,"Sep 22, 1988",3.37,0.39,5.39,0.41,0.32,0.09,0.26,0.4,http://www.ufcstats.com/fighter-details/2c483cf443f38ece,Orthodox
Joe Doerksen,El Dirte,51,16,0,182.9,185.0,190.5,"Oct 09, 1977",1.43,0.42,2.79,0.5,2.02,0.33,0.33,2.3,http://www.ufcstats.com/fighter-details/dbaaf42313af90fa,Orthodox
Justin Davis,Dangerous,13,16,0,180.3,205.0,,"Apr 01, 1983",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/20697b334f6c0a45,
Sedriques Dumas,The Reaper,10,4,0,188.0,185.0,200.7,"Aug 06, 1995",2.0,0.44,2.41,0.55,1.34,0.31,0.33,0.2,http://www.ufcstats.com/fighter-details/4e6738062d469256,Orthodox
Houston Dorr,,1,2,0,185.4,210.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/312f47c3d2f83ffa,Orthodox
Adin Duenas,,6,1,0,167.6,145.0,,"Jul 02, 1988",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/cb6c45b26b0a877a,
John Dowdy,,0,1,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/e780ccc79a209985,
Shana Dobson,Danger,4,5,0,167.6,125.0,175.3,"Mar 30, 1989",3.34,0.37,5.2,0.5,0.84,0.5,0.14,0.0,http://www.ufcstats.com/fighter-details/122ac9b816d8b71c,Orthodox
Robelis Despaigne,The Big Boy,5,2,0,200.7,265.0,213.4,"Sep 09, 1988",2.11,0.59,2.54,0.46,0.0,0.0,0.5,0.0,http://www.ufcstats.com/fighter-details/140567899d98978a,Orthodox
Yuneisy Duben,,6,1,0,162.6,125.0,165.1,"Jul 08, 1996",13.53,0.48,10.75,0.53,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/c3d2b9bcb4cead6b,Orthodox
Cameron Dollar,,11,5,0,180.3,155.0,,"May 12, 1987",5.04,0.38,2.94,0.61,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/3bbcd63a016d9715,Orthodox
Rilley Dutro,,11,4,0,172.7,125.0,,"Sep 03, 1987",4.74,0.54,5.95,0.33,0.0,0.0,0.83,0.0,http://www.ufcstats.com/fighter-details/43db649da89fac4b,Orthodox
Alex Da Silva,Leko,21,4,0,172.7,155.0,185.4,"Feb 04, 1996",2.14,0.46,2.52,0.56,1.97,0.43,0.76,0.3,http://www.ufcstats.com/fighter-details/c3ded6f7155f9ea4,Orthodox
Merab Dvalishvili,The Machine,21,5,0,167.6,135.0,172.7,"Jan 10, 1991",4.42,0.41,2.8,0.54,5.97,0.35,0.76,0.3,http://www.ufcstats.com/fighter-details/c03520b5c88ed6b4,Orthodox
Dave Dalgliesh,,30,19,2,188.0,205.0,,"Apr 05, 1978",0.0,0.0,1.85,0.5,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/ddbd0d6259ce57cc,Orthodox
Paul Daley,Semtex,39,15,2,175.3,170.0,193.0,"Feb 21, 1983",3.14,0.47,2.37,0.6,0.91,0.4,0.64,0.0,http://www.ufcstats.com/fighter-details/23725c826c481e7f,Orthodox
Evan Dunham,,18,9,1,177.8,155.0,177.8,"Dec 18, 1981",5.33,0.39,3.54,0.61,1.82,0.33,0.79,1.0,http://www.ufcstats.com/fighter-details/e5c9de15bb58b1c6,Southpaw
Rodolfo Marques Diniz,,23,9,1,167.6,135.0,,"Jan 23, 1984",1.08,0.32,2.36,0.33,0.0,0.0,0.5,1.8,http://www.ufcstats.com/fighter-details/2d2239d0f6fa83dd,
Thomas Diagne,,6,6,1,185.4,154.0,,"Sep 03, 1983",4.53,0.48,4.53,0.63,2.0,1.0,0.66,0.0,http://www.ufcstats.com/fighter-details/8567466ae167216b,
Daniil Donchenko,,14,2,0,180.3,170.0,180.3,"Aug 04, 2001",7.15,0.6,2.57,0.72,0.77,0.33,0.75,0.0,http://www.ufcstats.com/fighter-details/70dd69b6a703257e,Orthodox
TJ Dillashaw,,18,5,0,167.6,135.0,170.2,"Feb 07, 1986",5.09,0.41,3.47,0.62,1.56,0.3,0.77,0.8,http://www.ufcstats.com/fighter-details/c849740a3ff51931,Orthodox
AJ Dobson,,7,3,0,185.4,185.0,193.0,"Jan 18, 1992",4.29,0.46,5.31,0.46,1.67,0.75,0.65,0.3,http://www.ufcstats.com/fighter-details/009c4420727149ea,Orthodox
Peter Danesoe,The Asian Viking,8,4,0,175.3,135.0,172.7,"Sep 01, 2000",4.99,0.52,6.73,0.38,0.0,0.0,0.62,0.0,http://www.ufcstats.com/fighter-details/5f119b24c0f9679c,Orthodox
Reuben Duran,,11,7,1,170.2,135.0,180.3,"Jul 02, 1983",3.19,0.49,2.61,0.5,0.98,0.23,0.25,0.7,http://www.ufcstats.com/fighter-details/4417980b3e798abf,Orthodox
